"Price","Name","Item Level","Owned?","Available"
64999900,"Belt of the Night Sky (553)",553,"",16
95089,"Bolt of Windwool Cloth",90,"",2217
15598,"Windwool Cloth",86,"",7524
3129992,"Spirit of War",90,"",268
77999990,"Leggings of the Night Sky (553)",553,"",43
43937,"Potion of the Jade Serpent",90,"",6918
172,"Crystal Vial",1,"",166
11100,"Green Tea Leaf",85,"",34890
18929,"Silkweed",86,"",5296
44331,"Virmen's Bite",90,"",7392
12019,"Snow Lily",87,"",19341
990000,"Flask of the Warm Sun",90,"",330
950000,"Golden Lotus",90,"",2370
929999,"Flask of Spring Blossoms",90,"",735
1945671,"Greater Crane Wing Inscription",90,"",297
581308,"Starlight Ink",86,"",1234
55999,"Ink of Dreams",86,"",4002
27200,"Shadow Pigment",86,"",943
11998,"Rain Poppy",85,"",2418
18795,"Fool's Cap",88,"",5091
309980,"Misty Pigment",86,"",237
8900,"Light Parchment",1,"",1158
1659895,"Greater Tiger Claw Inscription",90,"",239
3908990,"Greater Cerulean Spellthread",90,"",84
2259995,"Greater Pearlescent Spellthread",90,"",82
368351,"Glyph of Unstable Affliction",25,"",37
42305,"Ink of the Sea",70,"",135
25498,"Azure Pigment",70,"",2159
1796,"Goldclover",72,"",735
1600,"Tiger Lily",72,"",214
6398,"Talandra's Rose",72,"",878
2500,"Adder's Tongue",77,"",1134
28897,"Lichbloom",80,"",774
20000,"Icethorn",80,"",170
2000,"Deadnettle",72,"",1503
6500,"Fire Leaf",75,"",417
246895,"Glyph of Arcane Power",25,"",38
49999,"Ethereal Ink",60,"",116
27500,"Nether Pigment",60,"",78
1248,"Felweed",60,"",419
1499,"Dreaming Glory",60,"",261
7000,"Ragveil",65,"",734
1400,"Terocone",60,"",334
2000,"Ancient Lichen",68,"",255
120000,"Netherbloom",70,"",254
178900,"Nightmare Vine",70,"",1228
6900,"Mana Thistle",70,"",280
699700,"Glyph of Animal Bond",25,"Yes",80
499900,"Glyph of Deterrence",25,"",86
20000,"Celestial Ink",40,"",29
10000,"Violet Pigment",40,"",2
2940,"Firebloom",41,"",643
100000,"Purple Lotus",42,"",291
59499,"Arthas' Tears",44,"",201
2466,"Sungrass",46,"",480
10439,"Blindweed",47,"",1218
133349,"Ghost Mushroom",47,"",707
44397,"Gromsblood",50,"",1148
295999,"Glyph of Spinning Crane Kick",25,"",62
20000,"Glyph of Touch of Karma",25,"",58
