"Price","Name","Item Level","Owned?","Available"
49879,"Potion of the Jade Serpent",90,"",6799
99,"Crystal Vial",1,"",3878
14248,"Green Tea Leaf",85,"",11017
23964,"Silkweed",86,"",13461
39885,"Virmen's Bite",90,"",5684
20699,"Snow Lily",87,"",4918
749900,"Flask of the Warm Sun",90,"",1450
698200,"Golden Lotus",90,"",4706
669899,"Flask of Spring Blossoms",90,"",929
2494390,"Greater Crane Wing Inscription",90,"",88
427500,"Starlight Ink",86,"",365
49000,"Ink of Dreams",86,"",592
277095,"Misty Pigment",86,"",66
19898,"Fool's Cap",88,"",1988
400,"Light Parchment",1,"",561
2057083,"Greater Tiger Claw Inscription",90,"",122
2349998,"Greater Cerulean Spellthread",90,"",38
148993,"Bolt of Windwool Cloth",90,"",1992
20497,"Windwool Cloth",86,"",5046
2349888,"Greater Pearlescent Spellthread",90,"",45
140000,"Glyph of Unstable Affliction",25,"",51
79997,"Ink of the Sea",70,"",83
9399,"Goldclover",72,"",1397
15997,"Tiger Lily",72,"",2111
7979,"Talandra's Rose",72,"",1563
13497,"Adder's Tongue",77,"",3237
9900,"Lichbloom",80,"",919
34000,"Icethorn",80,"",782
11099,"Deadnettle",72,"",1416
32276,"Fire Leaf",75,"",261
969993,"Glyph of Arcane Power",25,"",9
5100,"Felweed",60,"",2049
4999,"Dreaming Glory",60,"",1416
4398,"Ragveil",65,"",1217
10000,"Terocone",60,"",1643
3999,"Ancient Lichen",68,"",1205
90000,"Netherbloom",70,"",138
89999,"Nightmare Vine",70,"",142
14200,"Mana Thistle",70,"",863
149400,"Glyph of Animal Bond",25,"",39
199292,"Glyph of Deterrence",25,"",38
9400,"Violet Pigment",40,"",52
2900,"Firebloom",41,"",2539
28999,"Purple Lotus",42,"",144
500000,"Arthas' Tears",44,"",20
3000,"Sungrass",46,"",2805
7979,"Blindweed",47,"",141
139999,"Ghost Mushroom",47,"",161
40000,"Gromsblood",50,"",119
147993,"Glyph of Spinning Crane Kick",25,"",15
146732,"Glyph of Touch of Karma",25,"",56
279999,"Glyph of Zen Meditation",25,"",28
19540,"Jadefire Ink",30,"",217
378879,"Glyph of Penance",25,"",20
199499,"Glyph of Holy Fire",25,"",25
60999,"Midnight Ink",10,"",456
1998,"Dusky Pigment",10,"",153
600,"Mageroyal",10,"",811
15420,"Briarthorn",15,"",554
10000,"Swiftthistle",15,"",1267
595,"Bruiseweed",20,"",1444
4700,"Stranglekelp",20,"",729
127799,"Glyph of Smite",25,"",43
100000,"Glyph of Savagery",25,"",39
28799,"Lion's Ink",20,"",70
58891,"Glyph of Shred",25,"",57
146732,"Glyph of Siphon Life",25,"",27
99700,"Glyph of Soulstone",25,"",87
522400,"Glyph of Rapid Displacement",25,"",22
59098,"Glyph of Arcane Explosion",25,"",17
459794,"Glyph of Cone of Cold",25,"",24
146933,"Glyph of Pathfinding",25,"",38
479898,"Glyph of Liberation",25,"",40
4549899,"Glyph of Touch of Death",25,"",55
279500,"Glyph of Prayer of Mending",25,"",12
140000,"Glyph of Dash",25,"",40
87500,"Glyph of Healing Touch",25,"",19
146433,"Glyph of Rebirth",25,"",6
26999,"Cerulean Spellthread",90,"",17
250000,"Pearlescent Spellthread",90,"",30
39882,"Potion of Mogu Power",90,"",3941
725900,"Flask of Winter's Bite",90,"",457
2057825,"Greater Tiger Fang Inscription",90,"",165
709600,"Flask of the Earth",90,"",507
18497,"Rain Poppy",85,"",1616
44496,"Potion of the Mountains",90,"",556
1289697,"Greater Ox Horn Inscription",90,"",41
4109998,"Living Steel",88,"",478
789600,"Trillium Bar",90,"",2299
83696,"Ghost Iron Bar",86,"",10106
4380000,"Primal Diamond",90,"",147
764998,"Wild Jade",90,"",251
899998,"Vermilion Onyx",90,"",219
664998,"Imperial Amethyst",90,"",905
564498,"Primordial Ruby",90,"",178
37500,"Pandarian Garnet",87,"",3015
149797,"Tiger Opal",87,"",1697
19993,"Roguestone",87,"",1022
44090,"River's Heart",90,"",121
8499,"Lapis Lazuli",87,"",1370
749995,"Sun's Radiance",90,"",620
69999,"Sunstone",87,"",438
99998,"Alexandrite",87,"",2132
819996,"Great Pandaren Banquet",90,"",661
1195900,"100 Year Soy Sauce",85,"",785
95550,"Jewel Danio",87,"",4088
70999,"Raw Tiger Steak",85,"",4215
42997,"Pink Turnip",85,"",5047
394900,"Black Pepper Ribs and Shrimp",90,"",2036
1230799,"Black Pepper",85,"",769
95592,"Giant Mantis Shrimp",87,"",2634
52000,"Mushan Ribs",85,"",1297
21658,"Green Cabbage",85,"",10113
240000,"Chun Tian Spring Rolls",90,"",355
399990,"Mogu Fish Stew",90,"",3238
59998,"Steamed Crab Surprise",90,"",367
312000,"Sea Mist Rice Noodles",90,"",2159
1219995,"Rice Flour",85,"",741
82594,"Tiger Gourami",87,"",3088
59998,"Raw Turtle Meat",85,"",3053
32199,"Scallions",85,"",5763
114994,"Mad Brewer's Breakfast",90,"",128
699949,"Pandaren Banquet",90,"",1051
139997,"Emperor Salmon",87,"",2578
108998,"Raw Crocolisk Belly",85,"",3820
30000,"Mogu Pumpkin",85,"",5807
319996,"Raw Crab Meat",85,"",1548
16298,"White Turnip",85,"",2692
200000,"Redbelly Mandarin",87,"",727
22999,"Red Blossom Leek",85,"",1591
429999970,"Vial of the Sands",85,"",4
2799900,"Truegold",85,"",98
28000,"Pyrium Bar",85,"",485
39809,"Volatile Fire",83,"",3040
56649,"Volatile Air",83,"",3721
87360,"Volatile Water",83,"",2518
2469791,"Flask of the Winds",85,"",32
1259999,"Flask of Titanic Strength",85,"",137
700000,"Deepstone Oil",81,"",286
24999999,"Illusionary Bag",83,"",19
74498,"Bolt of Embersilk Cloth",81,"",2403
28992,"Volatile Life",83,"",1577
14999,"Volatile Earth",83,"",13310
880000,"Chaos Orb",85,"",27
2709997,"Embersilk Bag",83,"",76
103999,"Hypnotic Dust",81,"",1662
92890,"Netherweave Bag",63,"",48
21000,"Bolt of Netherweave",60,"",2486
6500,"Rune Thread",50,"",590
2489998,"Frostweave Bag",80,"",34
279600,"Bolt of Imbued Frostweave",75,"",35
25000,"Eternium Thread",70,"",63
9998887,"Glacial Bag",80,"",2
99900,"Moonshroud",80,"",98
748399,"Ebonweave",80,"",17
149488,"Mysterious Fortune Card",85,"",4045
409900,"Blackfallow Ink",81,"",228
