"Price","Name","Item Level","Owned?","Available"
79992,"Potion of the Jade Serpent",90,"",4810
996,"Crystal Vial",1,"",1741
10000,"Green Tea Leaf",85,"",12937
22999,"Silkweed",86,"",5404
70005,"Virmen's Bite",90,"",9874
41798,"Snow Lily",87,"",2187
820000,"Flask of the Warm Sun",90,"",1369
769999,"Golden Lotus",90,"",1522
810000,"Flask of Spring Blossoms",90,"",1360
1852188,"Greater Crane Wing Inscription",90,"",72
509997,"Starlight Ink",86,"",1541
49997,"Ink of Dreams",86,"",2389
29797,"Shadow Pigment",86,"",3691
11198,"Rain Poppy",85,"",3450
24998,"Fool's Cap",88,"",2635
298544,"Misty Pigment",86,"",703
599,"Light Parchment",1,"",1080
1970000,"Greater Tiger Claw Inscription",90,"",153
1760000,"Greater Cerulean Spellthread",90,"",93
97898,"Bolt of Windwool Cloth",90,"",2876
17997,"Windwool Cloth",86,"",3375
1760000,"Greater Pearlescent Spellthread",90,"",102
378790,"Glyph of Unstable Affliction",25,"",21
30894,"Ink of the Sea",70,"",1779
20000,"Azure Pigment",70,"",66
7995,"Goldclover",72,"",1000
5999,"Tiger Lily",72,"",1134
8995,"Talandra's Rose",72,"",542
7499,"Adder's Tongue",77,"",538
11449,"Lichbloom",80,"",332
14899,"Icethorn",80,"",466
7895,"Deadnettle",72,"",534
7999,"Fire Leaf",75,"",124
499700,"Glyph of Arcane Power",25,"",10
55396,"Ethereal Ink",60,"",224
79472,"Nether Pigment",60,"",910
6599,"Felweed",60,"",1563
7699,"Dreaming Glory",60,"",383
10639,"Ragveil",65,"",832
9800,"Terocone",60,"",236
3419,"Ancient Lichen",68,"",835
50000,"Netherbloom",70,"",200
108398,"Nightmare Vine",70,"",925
21575,"Mana Thistle",70,"",39
450300,"Glyph of Animal Bond",25,"",49
259699,"Glyph of Deterrence",25,"",28
41997,"Celestial Ink",40,"",288
12929,"Violet Pigment",40,"",84
1139,"Firebloom",41,"",1429
39999,"Purple Lotus",42,"",217
199999,"Arthas' Tears",44,"",1
1519,"Sungrass",46,"",2847
23000,"Blindweed",47,"",833
59999,"Ghost Mushroom",47,"",515
89899,"Gromsblood",50,"",680
