"Price","Name","Item Level","Owned?","Available"
59683,"Potion of the Jade Serpent",90,"",6490
909,"Crystal Vial",1,"",799
18089,"Green Tea Leaf",85,"",7212
24999,"Silkweed",86,"",3993
66677,"Virmen's Bite",90,"",8272
23589,"Snow Lily",87,"",4307
749997,"Flask of the Warm Sun",90,"",1508
768598,"Golden Lotus",90,"",1444
785999,"Flask of Spring Blossoms",90,"",473
1998694,"Greater Crane Wing Inscription",90,"",91
469993,"Starlight Ink",86,"",1864
99485,"Ink of Dreams",86,"",1524
129989,"Shadow Pigment",86,"",436
15000,"Rain Poppy",85,"",2282
296897,"Misty Pigment",86,"",38
1998,"Light Parchment",1,"",644
1647676,"Greater Tiger Claw Inscription",90,"",41
2939850,"Greater Cerulean Spellthread",90,"",163
70000,"Bolt of Windwool Cloth",90,"",1461
12000,"Windwool Cloth",86,"",3995
2999898,"Greater Pearlescent Spellthread",90,"",54
435677,"Glyph of Unstable Affliction",25,"",79
87600,"Ink of the Sea",70,"",47
21197,"Azure Pigment",70,"",40
6049,"Tiger Lily",72,"",3639
245595,"Glyph of Arcane Power",25,"",41
40000,"Ethereal Ink",60,"",40
15000,"Nether Pigment",60,"",5
3800,"Felweed",60,"",3015
150150,"Glyph of Animal Bond",25,"",14
189696,"Glyph of Deterrence",25,"",42
51900,"Celestial Ink",40,"",337
30000,"Violet Pigment",40,"",72
6698,"Firebloom",41,"",2472
139699,"Glyph of Spinning Crane Kick",25,"",56
89999,"Glyph of Touch of Karma",25,"",46
150000,"Glyph of Zen Meditation",25,"",77
11353,"Jadefire Ink",30,"",441
15445,"Emerald Pigment",30,"",275
1400,"Fadeleaf",32,"",5871
363140,"Glyph of Penance",25,"",48
101861,"Glyph of Holy Fire",25,"",51
30023,"Midnight Ink",10,"",237
7498,"Dusky Pigment",10,"",81
140278,"Glyph of Smite",25,"",49
979754,"Glyph of Savagery",25,"Yes",54
21123,"Lion's Ink",20,"",60
29200,"Golden Pigment",20,"",99
379,"Liferoot",30,"",1850
10000,"Glyph of Shred",25,"",79
142499,"Glyph of Siphon Life",25,"",46
30013,"Glyph of Soulstone",25,"",53
362855,"Glyph of Rapid Displacement",25,"",42
125632,"Glyph of Arcane Explosion",25,"",18
145590,"Glyph of Cone of Cold",25,"",41
519865,"Glyph of Pathfinding",25,"",56
434510,"Glyph of Liberation",25,"",62
199798,"Glyph of Touch of Death",25,"",75
256199,"Glyph of Prayer of Mending",25,"",19
220199,"Glyph of Dash",25,"",29
389866,"Glyph of Healing Touch",25,"Yes",56
79898,"Glyph of Rebirth",25,"",50
30000,"Cerulean Spellthread",90,"",118
37500,"Pearlescent Spellthread",90,"",27
63982,"Potion of Mogu Power",90,"",6795
21196,"Fool's Cap",88,"",1960
749995,"Flask of Winter's Bite",90,"",1119
1588177,"Greater Tiger Fang Inscription",90,"",58
939698,"Flask of the Earth",90,"",181
7800,"Potion of the Mountains",90,"",336
1498788,"Greater Ox Horn Inscription",90,"",48
4599996,"Living Steel",88,"",1191
710000,"Trillium Bar",90,"",1280
86977,"Ghost Iron Bar",86,"",2340
4247000,"Primal Diamond",90,"",535
881000,"Wild Jade",90,"",334
49397,"Alexandrite",87,"",1655
949899,"Vermilion Onyx",90,"",56
284799,"Tiger Opal",87,"",432
633500,"Imperial Amethyst",90,"",254
34395,"Roguestone",87,"",2034
791000,"Primordial Ruby",90,"",717
54996,"Pandarian Garnet",87,"",1220
97600,"River's Heart",90,"",315
28398,"Lapis Lazuli",87,"",1794
742400,"Sun's Radiance",90,"",79
249998,"Sunstone",87,"",135
729774,"Great Pandaren Banquet",90,"",1261
1348398,"100 Year Soy Sauce",85,"",383
87995,"Jewel Danio",87,"",5246
299998,"Raw Tiger Steak",85,"",347
49999,"Pink Turnip",85,"",439
309999,"Black Pepper Ribs and Shrimp",90,"",996
1289900,"Black Pepper",85,"",581
139988,"Giant Mantis Shrimp",87,"",470
99193,"Mushan Ribs",85,"",746
44993,"Green Cabbage",85,"",1577
260000,"Chun Tian Spring Rolls",90,"",589
1689995,"Rice Flour",85,"",726
65000,"Redbelly Mandarin",87,"",2005
26996,"Red Blossom Leek",85,"",1744
389994,"Mogu Fish Stew",90,"",2850
135499,"Emperor Salmon",87,"",1518
105351,"Raw Crocolisk Belly",85,"",1018
40099,"Mogu Pumpkin",85,"",1320
200000,"Steamed Crab Surprise",90,"",69
99999,"Raw Crab Meat",85,"Yes",399
30000,"White Turnip",85,"",852
349900,"Sea Mist Rice Noodles",90,"",647
130694,"Tiger Gourami",87,"",121
60097,"Raw Turtle Meat",85,"",572
23939,"Scallions",85,"",765
209900,"Mad Brewer's Breakfast",90,"",82
509563,"Pandaren Banquet",90,"",791
424999995,"Vial of the Sands",85,"",6
3949998,"Truegold",85,"",232
30000,"Pyrium Bar",85,"",1413
47500,"Volatile Fire",83,"",1304
59998,"Volatile Air",83,"",2603
69699,"Volatile Water",83,"",1575
1609899,"Flask of the Winds",85,"",12
27499,"Whiptail",84,"",2003
58819,"Azshara's Veil",82,"",1363
32435,"Volatile Life",83,"",5119
1189996,"Flask of Titanic Strength",85,"",51
59103,"Cinderbloom",81,"",1784
800000,"Deepstone Oil",81,"",336
50000,"Albino Cavefish",81,"",98
27459942,"Illusionary Bag",83,"",36
69200,"Bolt of Embersilk Cloth",81,"",2191
9568,"Embersilk Cloth",81,"",149124
14788,"Volatile Earth",83,"",10697
849099,"Chaos Orb",85,"",139
2500000,"Embersilk Bag",83,"",78
118873,"Hypnotic Dust",81,"",3494
64900,"Netherweave Bag",63,"",571
23575,"Bolt of Netherweave",60,"",1515
2300,"Netherweave Cloth",60,"",14358
68800,"Rune Thread",50,"",798
