"Price","Name","Item Level","Owned?","Available"
56198,"Potion of the Jade Serpent",90,"",3936
149,"Crystal Vial",1,"",135
15302,"Green Tea Leaf",85,"",10715
24599,"Silkweed",86,"",5725
49487,"Virmen's Bite",90,"",6162
17961,"Snow Lily",87,"",4003
850000,"Flask of the Warm Sun",90,"",1239
867573,"Golden Lotus",90,"",1885
888695,"Flask of Spring Blossoms",90,"",1288
2450000,"Greater Crane Wing Inscription",90,"",190
530000,"Starlight Ink",86,"",1014
59097,"Ink of Dreams",86,"",1606
28996,"Shadow Pigment",86,"",1093
13098,"Rain Poppy",85,"",1876
14439,"Fool's Cap",88,"",2767
206592,"Misty Pigment",86,"",100
19000,"Light Parchment",1,"",1031
1779500,"Greater Tiger Claw Inscription",90,"",114
2779899,"Greater Cerulean Spellthread",90,"",89
129999,"Bolt of Windwool Cloth",90,"",3497
17496,"Windwool Cloth",86,"",16568
4500000,"Greater Pearlescent Spellthread",90,"",125
369778,"Glyph of Unstable Affliction",25,"",9
49998,"Ink of the Sea",70,"",255
19997,"Azure Pigment",70,"",96
4899,"Goldclover",72,"",1128
6723,"Tiger Lily",72,"",403
5000,"Talandra's Rose",72,"",620
5599,"Adder's Tongue",77,"",1026
25000,"Lichbloom",80,"",326
24900,"Icethorn",80,"",280
5995,"Deadnettle",72,"",506
6399,"Fire Leaf",75,"",202
497495,"Glyph of Arcane Power",25,"",10
50000,"Ethereal Ink",60,"",207
29399,"Nether Pigment",60,"",176
2499,"Felweed",60,"",1303
4897,"Dreaming Glory",60,"",803
6839,"Ragveil",65,"",1125
2699,"Terocone",60,"",480
6974,"Ancient Lichen",68,"",347
29999,"Netherbloom",70,"",372
150000,"Nightmare Vine",70,"",767
3096,"Mana Thistle",70,"",114
437500,"Glyph of Animal Bond",25,"",40
500000,"Glyph of Deterrence",25,"",1
450900000,"Celestial Ink",40,"",1
10975,"Violet Pigment",40,"",37
1498,"Firebloom",41,"",922
63100,"Purple Lotus",42,"",377
960000,"Arthas' Tears",44,"",184
3098,"Sungrass",46,"",2361
23936,"Blindweed",47,"",586
249500,"Ghost Mushroom",47,"",427
31000,"Gromsblood",50,"",1505
70000,"Glyph of Spinning Crane Kick",25,"",17
237499,"Glyph of Touch of Karma",25,"",18
146933,"Glyph of Zen Meditation",25,"",7
15000,"Jadefire Ink",30,"",89
7246,"Emerald Pigment",30,"",17
3297,"Fadeleaf",32,"",764
119940,"Goldthorn",34,"",903
425,"Khadgar's Whisker",37,"",1162
1000,"Dragon's Teeth",39,"",510
194600,"Glyph of Penance",25,"",11
500000,"Glyph of Holy Fire",25,"",2
10000,"Midnight Ink",10,"",193
8000,"Dusky Pigment",10,"",114
1798,"Mageroyal",10,"",1118
7496,"Briarthorn",15,"",2032
1899,"Swiftthistle",15,"",843
399,"Bruiseweed",20,"",1309
5500,"Stranglekelp",20,"",463
113583,"Glyph of Smite",25,"",10
146833,"Glyph of Savagery",25,"",6
50000,"Lion's Ink",20,"",63
12730,"Golden Pigment",20,"",44
2500,"Wild Steelbloom",22,"",1059
3419,"Grave Moss",22,"",357
1199,"Kingsblood",24,"",6532
2498,"Liferoot",30,"",693
129859,"Glyph of Shred",25,"",21
150500,"Glyph of Siphon Life",25,"",5
79793,"Glyph of Soulstone",25,"",7
545900,"Glyph of Rapid Displacement",25,"",1
220000,"Glyph of Arcane Explosion",25,"",27
149995,"Glyph of Cone of Cold",25,"",15
169997,"Glyph of Pathfinding",25,"",7
387600,"Glyph of Liberation",25,"",4
100000,"Glyph of Touch of Death",25,"",9
4998591,"Glyph of Prayer of Mending",25,"",1
249999,"Glyph of Dash",25,"",10
210000,"Glyph of Healing Touch",25,"",15
199994,"Glyph of Rebirth",25,"",14
29968,"Cerulean Spellthread",90,"",9
733368,"Pearlescent Spellthread",90,"",10
69588,"Potion of Mogu Power",90,"",6493
760000,"Flask of Winter's Bite",90,"",801
1719897,"Greater Tiger Fang Inscription",90,"",130
899696,"Flask of the Earth",90,"",289
19089,"Potion of the Mountains",90,"",738
1499394,"Greater Ox Horn Inscription",90,"",85
5091456,"Living Steel",88,"",440
999999,"Trillium Bar",90,"",1005
112200,"Ghost Iron Bar",86,"",1299
7949900,"Primal Diamond",90,"",743
850000,"Wild Jade",90,"",352
34000,"Alexandrite",87,"",2722
1974086,"Vermilion Onyx",90,"",568
979988,"Tiger Opal",87,"",877
898296,"Imperial Amethyst",90,"",828
24000,"Roguestone",87,"",2799
550000,"Primordial Ruby",90,"",248
94000,"Pandarian Garnet",87,"",2046
39988,"River's Heart",90,"",252
11980,"Lapis Lazuli",87,"",2476
891488,"Sun's Radiance",90,"",189
89790,"Sunstone",87,"",1710
180000,"Great Pandaren Banquet",90,"",1194
950000,"100 Year Soy Sauce",85,"",283
89998,"Jewel Danio",87,"",4543
48698,"Raw Tiger Steak",85,"",1246
39886,"Pink Turnip",85,"",569
1850000,"Pandaren Treasure Noodle Cart Kit",90,"",31
378793,"Black Pepper Ribs and Shrimp",90,"",2165
1000000,"Black Pepper",85,"",955
89999,"Giant Mantis Shrimp",87,"",609
69999,"Mushan Ribs",85,"",906
51500,"Green Cabbage",85,"",5289
450000,"Chun Tian Spring Rolls",90,"",659
1105604,"Rice Flour",85,"",807
110000,"Redbelly Mandarin",87,"",310
25079,"Red Blossom Leek",85,"",1400
349996,"Mogu Fish Stew",90,"",2948
139983,"Emperor Salmon",87,"",3230
119997,"Raw Crocolisk Belly",85,"",626
51096,"Mogu Pumpkin",85,"",5497
95000,"Steamed Crab Surprise",90,"",1999
24699,"Raw Crab Meat",85,"",945
43955,"White Turnip",85,"",3081
381381,"Sea Mist Rice Noodles",90,"",2200
176298,"Tiger Gourami",87,"",2934
26599,"Raw Turtle Meat",85,"",577
59100,"Scallions",85,"",3598
99998,"Mad Brewer's Breakfast",90,"",936
160000,"Pandaren Banquet",90,"",477
599998,"Spiced Blossom Soup",90,"",17
27494,"Ancient Pandaren Spices",85,"",158
367725,"Seasoned Pomfruit Slices",90,"",44
7598,"Aged Mogu'shan Cheese",85,"",234
240000,"Farmer's Delight",90,"",13
59898,"Aged Balsamic Vinegar",85,"",76
450000,"Stuffed Lushrooms",90,"",25
378508489,"Vial of the Sands",85,"",7
2999899,"Truegold",85,"",215
48996,"Pyrium Bar",85,"",1624
27739,"Volatile Fire",83,"",553
79886,"Volatile Air",83,"",927
65093,"Volatile Water",83,"",2047
509936,"Flask of the Winds",85,"",170
16600,"Whiptail",84,"",614
44197,"Azshara's Veil",82,"",499
29138,"Volatile Life",83,"",288
1109999,"Flask of Titanic Strength",85,"",175
11666,"Cinderbloom",81,"",4135
180000,"Deepstone Oil",81,"",307
161616,"Albino Cavefish",81,"",258
21000000,"Illusionary Bag",83,"",31
109700,"Bolt of Embersilk Cloth",81,"",860
8497,"Embersilk Cloth",81,"",93496
13895,"Volatile Earth",83,"",1210
678999,"Chaos Orb",85,"",428
2499997,"Embersilk Bag",83,"",242
79288,"Hypnotic Dust",81,"",3622
92604,"Netherweave Bag",63,"",131
19000,"Bolt of Netherweave",60,"",1220
1800,"Netherweave Cloth",60,"",8955
9898,"Rune Thread",50,"",486
1999999,"Frostweave Bag",80,"",43
599998,"Bolt of Imbued Frostweave",75,"",361
170098,"Bolt of Frostweave",70,"",103
22499,"Frostweave Cloth",70,"",9889
29000,"Infinite Dust",70,"",1682
9999,"Eternium Thread",70,"",104
8999290,"Glacial Bag",80,"",21
399000,"Moonshroud",80,"",76
869224,"Eternal Life",75,"",387
959997,"Ebonweave",80,"",61
165000,"Eternal Shadow",75,"",40
29999,"Blackfallow Ink",81,"",905
24499,"Ashen Pigment",81,"",137
88996,"Stormvine",82,"",1267
39800,"Heartblossom",83,"",540
20000,"Twilight Jasmine",85,"",539
