"Price","Name","Item Level","Owned?","Available"
59499,"Potion of the Jade Serpent",90,"",3901
542,"Crystal Vial",1,"",1571
17500,"Green Tea Leaf",85,"",1527
33800,"Silkweed",86,"",710
58700,"Virmen's Bite",90,"",6159
34398,"Snow Lily",87,"",522
780000,"Flask of the Warm Sun",90,"",694
849998,"Golden Lotus",90,"",549
919992,"Flask of Spring Blossoms",90,"",129
2459898,"Greater Crane Wing Inscription",90,"",94
699900,"Starlight Ink",86,"",1750
59999,"Ink of Dreams",86,"",2968
48798,"Shadow Pigment",86,"",478
15799,"Rain Poppy",85,"",841
32499,"Fool's Cap",88,"",1701
520000,"Misty Pigment",86,"",61
5500,"Light Parchment",1,"",430
2690000,"Greater Tiger Claw Inscription",90,"",127
2799999,"Greater Cerulean Spellthread",90,"",67
72989,"Bolt of Windwool Cloth",90,"",1303
14999,"Windwool Cloth",86,"",15728
3005077,"Greater Pearlescent Spellthread",90,"",38
299493,"Glyph of Unstable Affliction",25,"",40
79998,"Ink of the Sea",70,"",122
24995,"Azure Pigment",70,"",122
9706,"Goldclover",72,"",4041
12572,"Tiger Lily",72,"",2486
34350,"Talandra's Rose",72,"",1149
9300,"Adder's Tongue",77,"",3470
31079,"Lichbloom",80,"",635
79800,"Icethorn",80,"",462
6500,"Deadnettle",72,"",889
36300,"Fire Leaf",75,"",280
296893,"Glyph of Arcane Power",25,"",40
98997,"Ethereal Ink",60,"",266
99999,"Nether Pigment",60,"",93
11300,"Felweed",60,"",2203
16665,"Dreaming Glory",60,"",2162
65400,"Ragveil",65,"",937
17897,"Terocone",60,"",2415
9999,"Ancient Lichen",68,"",1087
128500,"Netherbloom",70,"",217
252200,"Nightmare Vine",70,"",305
6000,"Mana Thistle",70,"",854
514100,"Glyph of Animal Bond",25,"",91
329198,"Glyph of Deterrence",25,"",104
27499,"Celestial Ink",40,"",1043
12104,"Violet Pigment",40,"",36
10000,"Firebloom",41,"",1412
90000,"Purple Lotus",42,"",357
19999,"Arthas' Tears",44,"",192
24800,"Sungrass",46,"",2327
30200,"Blindweed",47,"",326
179800,"Ghost Mushroom",47,"",212
89599,"Gromsblood",50,"",33
342394,"Glyph of Spinning Crane Kick",25,"",75
980000,"Glyph of Touch of Karma",25,"",36
204597,"Glyph of Zen Meditation",25,"",114
27499,"Jadefire Ink",30,"",698
9392,"Emerald Pigment",30,"",396
2277,"Fadeleaf",32,"",3902
77197,"Goldthorn",34,"",1092
1800,"Khadgar's Whisker",37,"",5020
6900,"Dragon's Teeth",39,"",668
220956,"Glyph of Penance",25,"",49
326698,"Glyph of Holy Fire",25,"",50
44097,"Midnight Ink",10,"",904
10000,"Dusky Pigment",10,"",24
2699,"Mageroyal",10,"",2627
8143,"Briarthorn",15,"",1834
6700,"Swiftthistle",15,"",1161
1499,"Bruiseweed",20,"",4413
14900,"Stranglekelp",20,"",391
148199,"Glyph of Smite",25,"",46
230000,"Glyph of Savagery",25,"",31
49999,"Lion's Ink",20,"",263
20000,"Golden Pigment",20,"",213
9100,"Wild Steelbloom",22,"",1544
9800,"Grave Moss",22,"",481
4500,"Kingsblood",24,"",4614
6200,"Liferoot",30,"",1363
24500,"Glyph of Shred",25,"",36
425900,"Glyph of Siphon Life",25,"",104
30000,"Glyph of Soulstone",25,"",35
375987,"Glyph of Rapid Displacement",25,"",57
