"Price","Name","Item Level","Owned?","Available"
82509593,"Belt of the Night Sky (553)",553,"",20
99895,"Bolt of Windwool Cloth",90,"",1901
16600,"Windwool Cloth",86,"",11544
3339995,"Spirit of War",90,"",710
135489700,"Leggings of the Night Sky (553)",553,"",26
40000,"Potion of the Jade Serpent",90,"",4391
171,"Crystal Vial",1,"",113
10000,"Green Tea Leaf",85,"",63115
19497,"Silkweed",86,"",5295
46028,"Virmen's Bite",90,"",9410
13500,"Snow Lily",87,"",4390
1000000,"Flask of the Warm Sun",90,"",1125
1025498,"Golden Lotus",90,"",1048
1049999,"Flask of Spring Blossoms",90,"",969
1946000,"Greater Crane Wing Inscription",90,"",163
549999,"Starlight Ink",86,"",481
50000,"Ink of Dreams",86,"",4116
27400,"Shadow Pigment",86,"",606
10000,"Rain Poppy",85,"",26652
12000,"Fool's Cap",88,"",3903
309989,"Misty Pigment",86,"",24
8998,"Light Parchment",1,"",1815
1500000,"Greater Tiger Claw Inscription",90,"",172
1899999,"Greater Cerulean Spellthread",90,"",55
2429903,"Greater Pearlescent Spellthread",90,"",102
368554,"Glyph of Unstable Affliction",25,"",8
42311,"Ink of the Sea",70,"",398
10000,"Azure Pigment",70,"",252
1997,"Goldclover",72,"",1653
1996,"Tiger Lily",72,"",425
6099,"Talandra's Rose",72,"",939
7776,"Adder's Tongue",77,"",3156
29697,"Lichbloom",80,"",437
20299,"Icethorn",80,"",168
3539,"Deadnettle",72,"",1899
7094,"Fire Leaf",75,"",267
247200,"Glyph of Arcane Power",25,"",4
79799,"Ethereal Ink",60,"",128
29999,"Nether Pigment",60,"",4
1998,"Felweed",60,"",670
2000,"Dreaming Glory",60,"",377
2659,"Ragveil",65,"",858
2000,"Terocone",60,"",570
2990,"Ancient Lichen",68,"",587
47799,"Netherbloom",70,"",236
210000,"Nightmare Vine",70,"",781
7433,"Mana Thistle",70,"",320
3439800,"Glyph of Animal Bond",25,"",10
642200,"Glyph of Deterrence",25,"",24
32698,"Celestial Ink",40,"",144
10000,"Violet Pigment",40,"",7
4499,"Firebloom",41,"",719
530000,"Purple Lotus",42,"",355
560000,"Arthas' Tears",44,"",176
2999,"Sungrass",46,"",1408
9700,"Blindweed",47,"",1834
150000,"Ghost Mushroom",47,"",651
26598,"Gromsblood",50,"",1158
296504,"Glyph of Spinning Crane Kick",25,"",13
20000,"Glyph of Touch of Karma",25,"",36
1067100,"Glyph of Zen Meditation",25,"",22
19495,"Jadefire Ink",30,"",892
31793,"Emerald Pigment",30,"",1418
5087,"Fadeleaf",32,"",1308
48596,"Goldthorn",34,"",1260
6995,"Khadgar's Whisker",37,"",4351
4496,"Dragon's Teeth",39,"",810
478900,"Glyph of Penance",25,"",6
399793,"Glyph of Holy Fire",25,"",27
9600,"Midnight Ink",10,"",1067
19897,"Dusky Pigment",10,"",496
600,"Mageroyal",10,"",1652
8899,"Briarthorn",15,"",1045
1898,"Swiftthistle",15,"",1963
777,"Bruiseweed",20,"",1148
8011,"Stranglekelp",20,"",554
146833,"Glyph of Smite",25,"",20
317500,"Glyph of Savagery",25,"",20
