"Price","Name","Item Level","Owned?","Available"
69320,"Potion of the Jade Serpent",90,"",9533
121,"Crystal Vial",1,"",896
14899,"Green Tea Leaf",85,"",12432
32494,"Silkweed",86,"",5633
47220,"Virmen's Bite",90,"",10700
30596,"Snow Lily",87,"",6911
979999,"Flask of the Warm Sun",90,"",1751
949999,"Golden Lotus",90,"",1589
800000,"Flask of Spring Blossoms",90,"",877
1999996,"Greater Crane Wing Inscription",90,"",129
494400,"Starlight Ink",86,"",1185
30000,"Ink of Dreams",86,"",4265
23129,"Shadow Pigment",86,"",2993
19095,"Rain Poppy",85,"",2164
29438,"Fool's Cap",88,"",3015
549996,"Misty Pigment",86,"",17
9699,"Light Parchment",1,"",106
2459999,"Greater Tiger Claw Inscription",90,"",101
2209998,"Greater Cerulean Spellthread",90,"",73
134600,"Bolt of Windwool Cloth",90,"",1239
22500,"Windwool Cloth",86,"",3680
2999683,"Greater Pearlescent Spellthread",90,"",136
369578,"Glyph of Unstable Affliction",25,"",23
78498,"Ink of the Sea",70,"",202
200000,"Azure Pigment",70,"",85
9000,"Goldclover",72,"",239
9999,"Tiger Lily",72,"",617
18999,"Talandra's Rose",72,"",195
9900,"Adder's Tongue",77,"",1157
30000,"Lichbloom",80,"",458
59900,"Icethorn",80,"",115
9800,"Deadnettle",72,"",681
14899,"Fire Leaf",75,"",67
449800,"Glyph of Arcane Power",25,"",26
48997,"Ethereal Ink",60,"",73
95673,"Nether Pigment",60,"",3
3895,"Felweed",60,"",473
3800,"Dreaming Glory",60,"",529
4939,"Ragveil",65,"",1243
6000,"Terocone",60,"",215
4300,"Ancient Lichen",68,"",447
24800,"Netherbloom",70,"",166
119994,"Nightmare Vine",70,"",844
9900,"Mana Thistle",70,"",20
396200,"Glyph of Animal Bond",25,"",50
439600,"Glyph of Deterrence",25,"",58
25000,"Celestial Ink",40,"",48
450900000,"Violet Pigment",40,"",1
3395,"Firebloom",41,"",551
49900,"Purple Lotus",42,"",98
759,"Sungrass",46,"",2972
19998,"Blindweed",47,"",1558
125000,"Ghost Mushroom",47,"",230
33580,"Gromsblood",50,"",347
146932,"Glyph of Spinning Crane Kick",25,"",12
159899,"Glyph of Touch of Karma",25,"",40
99999,"Glyph of Zen Meditation",25,"",31
29999,"Jadefire Ink",30,"",172
39500,"Emerald Pigment",30,"",62
1380,"Fadeleaf",32,"",902
59985,"Goldthorn",34,"",281
1048,"Khadgar's Whisker",37,"",1335
9200,"Dragon's Teeth",39,"",734
4750000,"Glyph of Penance",25,"",13
469600,"Glyph of Holy Fire",25,"",26
11717,"Midnight Ink",10,"",662
6400,"Dusky Pigment",10,"",143
900,"Mageroyal",10,"",1139
8999,"Briarthorn",15,"",427
3000,"Swiftthistle",15,"",1103
500,"Bruiseweed",20,"",1142
8500,"Stranglekelp",20,"",362
60000,"Glyph of Smite",25,"",28
220000,"Glyph of Savagery",25,"",24
29997,"Lion's Ink",20,"",215
279999,"Golden Pigment",20,"",173
2498,"Wild Steelbloom",22,"",1443
8200,"Grave Moss",22,"",197
1595,"Kingsblood",24,"",6177
6990,"Liferoot",30,"",487
82297,"Glyph of Shred",25,"",23
127500,"Glyph of Siphon Life",25,"",22
35000,"Glyph of Soulstone",25,"",34
152525,"Glyph of Rapid Displacement",25,"",13
196000,"Glyph of Arcane Explosion",25,"",24
200000,"Glyph of Cone of Cold",25,"",35
169894,"Glyph of Pathfinding",25,"",13
387300,"Glyph of Liberation",25,"",17
146900,"Glyph of Touch of Death",25,"",25
569600,"Glyph of Prayer of Mending",25,"",31
180000,"Glyph of Dash",25,"",23
150000,"Glyph of Healing Touch",25,"",28
60000,"Glyph of Rebirth",25,"",18
89897,"Cerulean Spellthread",90,"",31
95497,"Pearlescent Spellthread",90,"",46
63999,"Potion of Mogu Power",90,"",5578
800000,"Flask of Winter's Bite",90,"",870
2459999,"Greater Tiger Fang Inscription",90,"",103
1039998,"Flask of the Earth",90,"",301
7486,"Potion of the Mountains",90,"",444
1479900,"Greater Ox Horn Inscription",90,"",51
5499899,"Living Steel",88,"",1738
1249987,"Trillium Bar",90,"",2368
156994,"Ghost Iron Bar",86,"",4696
8320800,"Primal Diamond",90,"",496
1069997,"Wild Jade",90,"",330
48787,"Alexandrite",87,"",1547
2109895,"Vermilion Onyx",90,"",545
1119998,"Tiger Opal",87,"",571
1500000,"Imperial Amethyst",90,"",678
19999,"Roguestone",87,"",2342
889997,"Primordial Ruby",90,"",415
89997,"Pandarian Garnet",87,"",2223
49895,"River's Heart",90,"",617
9498,"Lapis Lazuli",87,"",7619
1169895,"Sun's Radiance",90,"",194
92198,"Sunstone",87,"",867
199997,"Great Pandaren Banquet",90,"",898
749988,"100 Year Soy Sauce",85,"",342
69999,"Jewel Danio",87,"",3734
34000,"Raw Tiger Steak",85,"",5801
24797,"Pink Turnip",85,"",5339
1829898,"Pandaren Treasure Noodle Cart Kit",90,"",400
330599,"Black Pepper Ribs and Shrimp",90,"",2138
739999,"Black Pepper",85,"",1108
111997,"Giant Mantis Shrimp",87,"",871
59999,"Mushan Ribs",85,"",1652
37700,"Green Cabbage",85,"",4080
359895,"Chun Tian Spring Rolls",90,"",382
869905,"Rice Flour",85,"",608
160000,"Redbelly Mandarin",87,"",3012
35499,"Red Blossom Leek",85,"",824
292009,"Mogu Fish Stew",90,"",1911
126599,"Emperor Salmon",87,"",1522
70000,"Raw Crocolisk Belly",85,"",5024
29899,"Mogu Pumpkin",85,"",4854
109996,"Steamed Crab Surprise",90,"",1726
39398,"Raw Crab Meat",85,"",1732
12500,"White Turnip",85,"",2420
296898,"Sea Mist Rice Noodles",90,"",957
103896,"Tiger Gourami",87,"",2000
31830,"Raw Turtle Meat",85,"",3598
34900,"Scallions",85,"",6020
149999,"Mad Brewer's Breakfast",90,"",329
210200,"Pandaren Banquet",90,"",419
581899,"Spiced Blossom Soup",90,"",28
29000,"Ancient Pandaren Spices",85,"",30
290000,"Seasoned Pomfruit Slices",90,"",175
320000,"Fluffy Silkfeather Omelet",90,"",2
5000,"Aged Mogu'shan Cheese",85,"",455
219998,"Farmer's Delight",90,"",15
8894,"Aged Balsamic Vinegar",85,"",406
350000,"Stuffed Lushrooms",90,"",6
367888463,"Vial of the Sands",85,"",6
2500000,"Truegold",85,"",295
79822,"Pyrium Bar",85,"",1252
88887,"Volatile Fire",83,"",247
149969,"Volatile Air",83,"",443
79800,"Volatile Water",83,"",767
1009993,"Flask of the Winds",85,"",199
29888,"Whiptail",84,"",510
90000,"Azshara's Veil",82,"",424
30000,"Volatile Life",83,"",966
590000,"Flask of Titanic Strength",85,"",31
29259,"Cinderbloom",81,"",1930
879998,"Deepstone Oil",81,"",258
150000,"Albino Cavefish",81,"",24
24999886,"Illusionary Bag",83,"",22
69500,"Bolt of Embersilk Cloth",81,"",671
6128,"Embersilk Cloth",81,"",78422
19999,"Volatile Earth",83,"",2247
660000,"Chaos Orb",85,"",332
2399993,"Embersilk Bag",83,"",478
70000,"Hypnotic Dust",81,"",9716
62224,"Netherweave Bag",63,"",164
14900,"Bolt of Netherweave",60,"",548
935,"Netherweave Cloth",60,"",4928
9893,"Rune Thread",50,"",54
2439999,"Frostweave Bag",80,"",19
420000,"Bolt of Imbued Frostweave",75,"",228
159999,"Bolt of Frostweave",70,"",487
24398,"Frostweave Cloth",70,"",11868
40596,"Infinite Dust",70,"",1337
28799,"Eternium Thread",70,"",112
7999999,"Glacial Bag",80,"",21
2000000,"Moonshroud",80,"",23
85000,"Eternal Life",75,"",28
700000,"Ebonweave",80,"",43
280000,"Eternal Shadow",75,"",202
280000,"Mysterious Fortune Card",85,"",37
32300,"Blackfallow Ink",81,"",774
24000,"Ashen Pigment",81,"",33
40000,"Stormvine",82,"",903
44333,"Heartblossom",83,"",723
12040,"Twilight Jasmine",85,"",109
