"Price","Name","Item Level","Owned?","Available"
64879998,"Belt of the Night Sky (553)",553,"",6
104300,"Bolt of Windwool Cloth",90,"",1112
13300,"Windwool Cloth",86,"",7409
1000000,"Spirit of War",90,"",359
43999999,"Leggings of the Night Sky (553)",553,"",14
33700,"Potion of the Jade Serpent",90,"",4246
1299,"Crystal Vial",1,"",233
20000,"Green Tea Leaf",85,"",72640
16595,"Silkweed",86,"",3804
63094,"Virmen's Bite",90,"",2910
18400,"Snow Lily",87,"",4797
769999,"Flask of the Warm Sun",90,"",2511
729991,"Golden Lotus",90,"",3752
789999,"Flask of Spring Blossoms",90,"",961
1299882,"Greater Crane Wing Inscription",90,"",125
390000,"Starlight Ink",86,"",1279
19900,"Ink of Dreams",86,"",1471
17300,"Shadow Pigment",86,"",2465
5297,"Rain Poppy",85,"",22042
39999,"Fool's Cap",88,"",1331
180000,"Misty Pigment",86,"",259
136475,"Light Parchment",1,"",5
1699998,"Greater Tiger Claw Inscription",90,"",142
2990000,"Greater Cerulean Spellthread",90,"Yes",59
4989996,"Greater Pearlescent Spellthread",90,"Yes",109
549146,"Glyph of Unstable Affliction",25,"",16
59890,"Ink of the Sea",70,"",138
28891,"Azure Pigment",70,"",1817
14998,"Goldclover",72,"",1037
9999,"Tiger Lily",72,"",1478
97000,"Talandra's Rose",72,"",851
9999,"Adder's Tongue",77,"",2044
149700,"Lichbloom",80,"",66
18900,"Icethorn",80,"",398
11900,"Deadnettle",72,"",1000
114999,"Fire Leaf",75,"",241
300000,"Glyph of Arcane Power",25,"",23
299299,"Ethereal Ink",60,"",552
10000,"Nether Pigment",60,"",174
7127,"Felweed",60,"",2270
5999,"Dreaming Glory",60,"",881
6760,"Ragveil",65,"",1195
10096,"Terocone",60,"",1689
8983,"Ancient Lichen",68,"",1204
55000,"Netherbloom",70,"",7
18999,"Nightmare Vine",70,"",671
19999,"Mana Thistle",70,"",878
300000,"Glyph of Animal Bond",25,"",32
349798,"Glyph of Deterrence",25,"",24
35593,"Celestial Ink",40,"",201
13592,"Violet Pigment",40,"",1146
2300,"Firebloom",41,"",1783
78500,"Purple Lotus",42,"",150
9500,"Arthas' Tears",44,"",33
10000,"Sungrass",46,"",2299
11547,"Blindweed",47,"",161
225000,"Ghost Mushroom",47,"",830
49998,"Gromsblood",50,"",1313
884895,"Glyph of Spinning Crane Kick",25,"",36
50900,"Glyph of Touch of Karma",25,"",31
79899,"Glyph of Zen Meditation",25,"",22
12797,"Jadefire Ink",30,"",312
3999,"Emerald Pigment",30,"",1118
714,"Fadeleaf",32,"",1616
25097,"Goldthorn",34,"",746
4599,"Khadgar's Whisker",37,"",2356
16211,"Dragon's Teeth",39,"",1417
299169,"Glyph of Penance",25,"",26
299000,"Glyph of Holy Fire",25,"",32
29993,"Midnight Ink",10,"",409
9192,"Dusky Pigment",10,"",517
3000,"Mageroyal",10,"",2268
7498,"Briarthorn",15,"",123
9448,"Swiftthistle",15,"",727
98,"Bruiseweed",20,"",1057
5000,"Stranglekelp",20,"",1547
39799,"Glyph of Smite",25,"",32
76900,"Glyph of Savagery",25,"",35
9999,"Lion's Ink",20,"",296
29900,"Golden Pigment",20,"",144
4097,"Wild Steelbloom",22,"",1111
34444,"Grave Moss",22,"",381
2000,"Kingsblood",24,"",1388
1999,"Liferoot",30,"",769
139999,"Glyph of Shred",25,"",26
299989,"Glyph of Siphon Life",25,"",30
64399,"Glyph of Soulstone",25,"",48
225980,"Glyph of Rapid Displacement",25,"",27
3999999,"Glyph of Arcane Explosion",25,"",12
50000,"Glyph of Cone of Cold",25,"",41
1099898,"Glyph of Pathfinding",25,"Yes",17
598485,"Glyph of Liberation",25,"",22
20000,"Glyph of Touch of Death",25,"",31
299885,"Glyph of Prayer of Mending",25,"",49
187090,"Glyph of Dash",25,"",32
3999999,"Glyph of Healing Touch",25,"",18
20000,"Glyph of Rebirth",25,"",22
59000,"Cerulean Spellthread",90,"",17
48998,"Pearlescent Spellthread",90,"",13
34897,"Potion of Mogu Power",90,"",6155
709899,"Flask of Winter's Bite",90,"",452
1389999,"Greater Tiger Fang Inscription",90,"",310
739999,"Flask of the Earth",90,"",98
7500,"Potion of the Mountains",90,"",232
789999,"Greater Ox Horn Inscription",90,"",129
4959796,"Living Steel",88,"",577
659513,"Trillium Bar",90,"",3079
71989,"Ghost Iron Bar",86,"",19170
4609998,"Primal Diamond",90,"",175
574995,"Wild Jade",90,"",287
9700,"Alexandrite",87,"",2902
1109999,"Vermilion Onyx",90,"",626
171700,"Tiger Opal",87,"",1820
629998,"Imperial Amethyst",90,"",611
13698,"Roguestone",87,"",3530
621485,"Primordial Ruby",90,"",584
49796,"Pandarian Garnet",87,"",1689
37298,"River's Heart",90,"",317
7900,"Lapis Lazuli",87,"",996
900000,"Sun's Radiance",90,"Yes",446
49798,"Sunstone",87,"",1556
129800,"Great Pandaren Banquet",90,"",151
250033,"100 Year Soy Sauce",85,"",457
45953,"Jewel Danio",87,"",8532
13094,"Raw Tiger Steak",85,"",1869
24985,"Pink Turnip",85,"",1350
2558999,"Pandaren Treasure Noodle Cart Kit",90,"",696
219900,"Black Pepper Ribs and Shrimp",90,"",458
949999,"Black Pepper",85,"",105
87498,"Giant Mantis Shrimp",87,"",636
29898,"Mushan Ribs",85,"",1610
25293,"Green Cabbage",85,"",2775
179999,"Chun Tian Spring Rolls",90,"",459
400000,"Rice Flour",85,"",108
79999,"Redbelly Mandarin",87,"",1643
19900,"Red Blossom Leek",85,"",739
175899,"Mogu Fish Stew",90,"",1384
61698,"Emperor Salmon",87,"",5155
29999,"Raw Crocolisk Belly",85,"",9323
19988,"Mogu Pumpkin",85,"",6686
199900,"Steamed Crab Surprise",90,"",463
24949,"Raw Crab Meat",85,"",337
99995,"White Turnip",85,"",3527
297500,"Sea Mist Rice Noodles",90,"",1372
75046,"Tiger Gourami",87,"",1451
14498,"Raw Turtle Meat",85,"",5737
28000,"Scallions",85,"",2766
370000,"Mad Brewer's Breakfast",90,"",194
89096,"Pandaren Banquet",90,"",249
9699,"Ancient Pandaren Spices",85,"",342
358900,"Fluffy Silkfeather Omelet",90,"",20
10968,"Aged Mogu'shan Cheese",85,"",115
11249,"Aged Balsamic Vinegar",85,"",83
800000,"Stuffed Lushrooms",90,"",5
390491591,"Vial of the Sands",85,"",5
4553600,"Truegold",85,"",193
144900,"Pyrium Bar",85,"",1400
69992,"Volatile Fire",83,"",1073
71000,"Volatile Air",83,"",1318
149992,"Volatile Water",83,"",4621
3009999,"Flask of the Winds",85,"",21
94044,"Whiptail",84,"",1874
126350,"Azshara's Veil",82,"",464
51700,"Volatile Life",83,"",1629
2999999,"Flask of Titanic Strength",85,"",80
15048,"Cinderbloom",81,"",1410
109999,"Deepstone Oil",81,"",165
180000,"Albino Cavefish",81,"",64
23829400,"Illusionary Bag",83,"",35
131331,"Bolt of Embersilk Cloth",81,"",995
16700,"Embersilk Cloth",81,"",19057
28900,"Volatile Earth",83,"",4989
410000,"Chaos Orb",85,"",2
2499983,"Embersilk Bag",83,"",135
65299,"Hypnotic Dust",81,"",6938
66997,"Netherweave Bag",63,"",142
17599,"Bolt of Netherweave",60,"",323
4298,"Netherweave Cloth",60,"",11433
5999,"Rune Thread",50,"",72
1200000,"Frostweave Bag",80,"",143
319998,"Bolt of Imbued Frostweave",75,"",54
127796,"Bolt of Frostweave",70,"",398
15095,"Frostweave Cloth",70,"",9175
19399,"Infinite Dust",70,"",3830
20000,"Eternium Thread",70,"",99
4979992,"Glacial Bag",80,"",2
420000,"Moonshroud",80,"",36
300000,"Eternal Life",75,"",46
144500,"Eternal Shadow",75,"",127
19997,"Blackfallow Ink",81,"",351
37500,"Ashen Pigment",81,"",265
28300,"Stormvine",82,"",1735
19999,"Heartblossom",83,"",574
39985,"Twilight Jasmine",85,"",566
