"Price","Name","Item Level","Owned?","Available"
75084,"Potion of the Jade Serpent",90,"",12574
1899,"Crystal Vial",1,"",561
17798,"Green Tea Leaf",85,"",9813
33300,"Silkweed",86,"",1294
51920,"Virmen's Bite",90,"",6087
31900,"Snow Lily",87,"",5510
848998,"Flask of the Warm Sun",90,"",1457
859999,"Golden Lotus",90,"",1410
806496,"Flask of Spring Blossoms",90,"",1384
2669831,"Greater Crane Wing Inscription",90,"",202
649995,"Starlight Ink",86,"",956
65000,"Ink of Dreams",86,"",4368
38899,"Shadow Pigment",86,"",394
12000,"Rain Poppy",85,"",5170
33484,"Fool's Cap",88,"",1735
319998,"Misty Pigment",86,"",88
2800,"Light Parchment",1,"",478
2674726,"Greater Tiger Claw Inscription",90,"",226
2420000,"Greater Cerulean Spellthread",90,"",126
86800,"Bolt of Windwool Cloth",90,"",941
17400,"Windwool Cloth",86,"",18918
2539999,"Greater Pearlescent Spellthread",90,"",132
299389,"Glyph of Unstable Affliction",25,"",27
126816,"Ink of the Sea",70,"",33
22497,"Azure Pigment",70,"",125
3799,"Goldclover",72,"",2869
9988,"Tiger Lily",72,"",572
19999,"Talandra's Rose",72,"",596
20000,"Adder's Tongue",77,"",331
3396,"Lichbloom",80,"",680
29896,"Icethorn",80,"",501
19798,"Deadnettle",72,"",376
4179,"Fire Leaf",75,"",147
247500,"Glyph of Arcane Power",25,"",18
44454,"Ethereal Ink",60,"",342
28895,"Nether Pigment",60,"",432
8800,"Felweed",60,"",905
8799,"Dreaming Glory",60,"",1421
17699,"Ragveil",65,"",350
8800,"Terocone",60,"",1529
9999,"Ancient Lichen",68,"",207
178999,"Netherbloom",70,"",452
179800,"Nightmare Vine",70,"",303
13297,"Mana Thistle",70,"",203
500700,"Glyph of Animal Bond",25,"",46
299798,"Glyph of Deterrence",25,"",20
19999,"Celestial Ink",40,"",1108
10706,"Violet Pigment",40,"",52
6500,"Firebloom",41,"",1050
76968,"Purple Lotus",42,"",320
959987,"Arthas' Tears",44,"",193
9900,"Sungrass",46,"",1513
8739,"Blindweed",47,"",386
199990,"Ghost Mushroom",47,"",159
99997,"Gromsblood",50,"",40
320000,"Glyph of Spinning Crane Kick",25,"",44
636800,"Glyph of Touch of Karma",25,"",57
149798,"Glyph of Zen Meditation",25,"",42
19900,"Jadefire Ink",30,"",453
40000,"Emerald Pigment",30,"",482
4098,"Fadeleaf",32,"",1707
70000,"Goldthorn",34,"",1217
3099,"Khadgar's Whisker",37,"",3155
7999,"Dragon's Teeth",39,"",400
212070,"Glyph of Penance",25,"",21
20000,"Glyph of Holy Fire",25,"",25
22000,"Midnight Ink",10,"",1017
12095,"Dusky Pigment",10,"",13
1790,"Mageroyal",10,"",1782
4179,"Briarthorn",15,"",1297
4187,"Swiftthistle",15,"",171
1794,"Bruiseweed",20,"",1967
6499,"Stranglekelp",20,"",354
20000,"Glyph of Smite",25,"",33
320000,"Glyph of Savagery",25,"",6
29999,"Lion's Ink",20,"",262
39896,"Golden Pigment",20,"",58
6000,"Wild Steelbloom",22,"",843
9999,"Grave Moss",22,"",188
2279,"Kingsblood",24,"",3500
8500,"Liferoot",30,"",973
5000,"Glyph of Shred",25,"",34
393300,"Glyph of Siphon Life",25,"",60
900,"Glyph of Soulstone",25,"",34
375886,"Glyph of Rapid Displacement",25,"",11
20000,"Glyph of Arcane Explosion",25,"",18
150836,"Glyph of Cone of Cold",25,"",8
232498,"Glyph of Pathfinding",25,"",21
372399,"Glyph of Liberation",25,"",32
179693,"Glyph of Touch of Death",25,"",29
361398,"Glyph of Prayer of Mending",25,"",24
390000,"Glyph of Dash",25,"",24
149900,"Glyph of Healing Touch",25,"",35
219090,"Glyph of Rebirth",25,"",27
27892,"Cerulean Spellthread",90,"",22
29791,"Pearlescent Spellthread",90,"",8
54999,"Potion of Mogu Power",90,"",4027
848298,"Flask of Winter's Bite",90,"",1440
2124797,"Greater Tiger Fang Inscription",90,"",168
799999,"Flask of the Earth",90,"",396
29998,"Potion of the Mountains",90,"",272
2188594,"Greater Ox Horn Inscription",90,"",83
5623800,"Living Steel",88,"",3096
874998,"Trillium Bar",90,"",2346
109877,"Ghost Iron Bar",86,"",14859
6734297,"Primal Diamond",90,"",1085
849983,"Wild Jade",90,"",252
42300,"Alexandrite",87,"",636
1229999,"Vermilion Onyx",90,"",83
300000,"Tiger Opal",87,"",1568
799999,"Imperial Amethyst",90,"",341
59899,"Roguestone",87,"",2338
1230000,"Primordial Ruby",90,"",63
79899,"Pandarian Garnet",87,"",1676
39999,"River's Heart",90,"",103
29999,"Lapis Lazuli",87,"",3309
891496,"Sun's Radiance",90,"",78
89399,"Sunstone",87,"",1332
749997,"Great Pandaren Banquet",90,"",1320
1234563,"100 Year Soy Sauce",85,"",370
109999,"Jewel Danio",87,"",7738
59897,"Raw Tiger Steak",85,"",3523
58797,"Pink Turnip",85,"",8994
3859874,"Pandaren Treasure Noodle Cart Kit",90,"",1597
449999,"Black Pepper Ribs and Shrimp",90,"",1399
1499995,"Black Pepper",85,"",1059
169999,"Giant Mantis Shrimp",87,"",2010
99994,"Mushan Ribs",85,"",1131
48697,"Green Cabbage",85,"",3215
829996,"Chun Tian Spring Rolls",90,"",586
1429989,"Rice Flour",85,"",536
299992,"Redbelly Mandarin",87,"",2159
115500,"Red Blossom Leek",85,"",3063
475074,"Mogu Fish Stew",90,"",3528
159995,"Emperor Salmon",87,"",3955
167853,"Raw Crocolisk Belly",85,"",1624
48894,"Mogu Pumpkin",85,"",14462
459985,"Steamed Crab Surprise",90,"",1143
109700,"Raw Crab Meat",85,"",2417
88500,"White Turnip",85,"",2180
359799,"Sea Mist Rice Noodles",90,"",2583
79899,"Tiger Gourami",87,"",4324
39132,"Raw Turtle Meat",85,"",1961
48695,"Scallions",85,"",4732
549090,"Mad Brewer's Breakfast",90,"",1829
549950,"Pandaren Banquet",90,"",1752
9998,"Ancient Pandaren Spices",85,"",459
9997,"Aged Mogu'shan Cheese",85,"",1048
99900,"Aged Balsamic Vinegar",85,"",1141
379999753,"Vial of the Sands",85,"",11
2271336,"Truegold",85,"",202
169699,"Pyrium Bar",85,"",1061
39697,"Volatile Fire",83,"",1384
179997,"Volatile Air",83,"",2369
54897,"Volatile Water",83,"",1897
1513184,"Flask of the Winds",85,"",197
19999,"Whiptail",84,"",2011
49999,"Azshara's Veil",82,"",818
20096,"Volatile Life",83,"",2908
1649493,"Flask of Titanic Strength",85,"",225
18496,"Cinderbloom",81,"",803
200000,"Deepstone Oil",81,"",372
150000,"Albino Cavefish",81,"",402
22872000,"Illusionary Bag",83,"",33
50000,"Bolt of Embersilk Cloth",81,"",3821
10000,"Embersilk Cloth",81,"",13767
24797,"Volatile Earth",83,"",5382
709886,"Chaos Orb",85,"",318
2259889,"Embersilk Bag",83,"",189
81390,"Hypnotic Dust",81,"",3662
73898,"Netherweave Bag",63,"",265
34555,"Bolt of Netherweave",60,"",1986
1997,"Netherweave Cloth",60,"",4547
149400,"Rune Thread",50,"",86
1997900,"Frostweave Bag",80,"",27
397500,"Bolt of Imbued Frostweave",75,"",155
173791,"Bolt of Frostweave",70,"",856
29889,"Frostweave Cloth",70,"",3351
19996,"Infinite Dust",70,"",4775
44489,"Eternium Thread",70,"",237
20009999,"Glacial Bag",80,"",1
151999,"Moonshroud",80,"",46
530079,"Eternal Life",75,"",30
739900,"Ebonweave",80,"",82
150000,"Eternal Shadow",75,"",54
200000,"Blackfallow Ink",81,"",750
51695,"Ashen Pigment",81,"",299
30000,"Stormvine",82,"",745
22500,"Heartblossom",83,"",408
751900,"Twilight Jasmine",85,"",374
