"Price","Name","Item Level","Owned?","Available"
63967,"Potion of the Jade Serpent",90,"",5366
1390,"Crystal Vial",1,"",1358
13787,"Green Tea Leaf",85,"",13562
27499,"Silkweed",86,"",6092
58796,"Virmen's Bite",90,"",6869
26696,"Snow Lily",87,"",10403
859993,"Flask of the Warm Sun",90,"",2173
770000,"Golden Lotus",90,"",1389
699999,"Flask of Spring Blossoms",90,"",784
1989098,"Greater Crane Wing Inscription",90,"",122
499895,"Starlight Ink",86,"",124
64986,"Ink of Dreams",86,"",824
29398,"Shadow Pigment",86,"",788
12706,"Rain Poppy",85,"",3560
229994,"Misty Pigment",86,"",126
898,"Light Parchment",1,"",225
1749292,"Greater Tiger Claw Inscription",90,"",87
2129585,"Greater Cerulean Spellthread",90,"",25
80994,"Bolt of Windwool Cloth",90,"",2696
11498,"Windwool Cloth",86,"",9636
2589896,"Greater Pearlescent Spellthread",90,"",16
154304,"Glyph of Unstable Affliction",25,"",86
51281,"Ink of the Sea",70,"",168
19499,"Azure Pigment",70,"",642
11794,"Tiger Lily",72,"",408
195197,"Glyph of Arcane Power",25,"",28
78500,"Ethereal Ink",60,"",65
9999,"Felweed",60,"",2285
227297,"Glyph of Animal Bond",25,"",58
149900,"Glyph of Deterrence",25,"",76
28499,"Celestial Ink",40,"",42
18900,"Violet Pigment",40,"",32
757,"Firebloom",41,"",999
638967,"Glyph of Spinning Crane Kick",25,"",71
142500,"Glyph of Touch of Karma",25,"",45
132525,"Glyph of Zen Meditation",25,"",49
24498,"Jadefire Ink",30,"",267
13199,"Emerald Pigment",30,"",191
1500,"Fadeleaf",32,"",3620
358189,"Glyph of Penance",25,"",27
447800,"Glyph of Holy Fire",25,"",50
18498,"Midnight Ink",10,"",73
4500,"Dusky Pigment",10,"",1
129789,"Glyph of Smite",25,"",50
99898,"Glyph of Savagery",25,"",48
24999,"Lion's Ink",20,"",108
18050,"Golden Pigment",20,"",5
3999,"Liferoot",30,"",1766
92999,"Glyph of Shred",25,"",79
440000,"Glyph of Siphon Life",25,"",83
669764,"Glyph of Soulstone",25,"",64
312400,"Glyph of Rapid Displacement",25,"",29
119498,"Glyph of Arcane Explosion",25,"",14
99900,"Glyph of Cone of Cold",25,"",48
250000,"Glyph of Pathfinding",25,"",40
413231,"Glyph of Liberation",25,"",46
49799,"Glyph of Touch of Death",25,"",56
597403,"Glyph of Prayer of Mending",25,"",47
875677,"Glyph of Dash",25,"",59
89495,"Glyph of Healing Touch",25,"",20
