"Price","Name","Item Level","Owned?","Available"
81098,"Potion of the Jade Serpent",90,"",3524
191,"Crystal Vial",1,"",914
54933,"Green Tea Leaf",85,"",609
34993,"Silkweed",86,"",2935
59996,"Virmen's Bite",90,"",3340
20700,"Snow Lily",87,"",3503
769999,"Flask of the Warm Sun",90,"",1002
718997,"Golden Lotus",90,"",874
719799,"Flask of Spring Blossoms",90,"",640
1999967,"Greater Crane Wing Inscription",90,"",135
499900,"Starlight Ink",86,"",285
44597,"Ink of Dreams",86,"",5240
299999,"Misty Pigment",86,"",81
22500,"Fool's Cap",88,"",2657
2100,"Light Parchment",1,"",695
1648479,"Greater Tiger Claw Inscription",90,"",79
3679987,"Greater Cerulean Spellthread",90,"",84
130000,"Bolt of Windwool Cloth",90,"",1981
15000,"Windwool Cloth",86,"",6066
3909977,"Greater Pearlescent Spellthread",90,"",44
475267,"Glyph of Unstable Affliction",25,"",83
80498,"Ink of the Sea",70,"",1384
14999,"Azure Pigment",70,"",11
3400,"Goldclover",72,"",3661
1139,"Tiger Lily",72,"",2282
4559,"Talandra's Rose",72,"",949
3299,"Adder's Tongue",77,"",2829
7499,"Lichbloom",80,"",1232
9999,"Icethorn",80,"",437
2279,"Deadnettle",72,"",738
1139,"Fire Leaf",75,"",452
299954,"Glyph of Arcane Power",25,"",35
50000,"Ethereal Ink",60,"",156
15000,"Nether Pigment",60,"",21
2774,"Felweed",60,"",1115
1994,"Dreaming Glory",60,"",1155
14440,"Ragveil",65,"",141
3900,"Terocone",60,"",596
3698,"Ancient Lichen",68,"",318
191800,"Netherbloom",70,"",254
39999,"Nightmare Vine",70,"",408
4099,"Mana Thistle",70,"",925
150000,"Glyph of Animal Bond",25,"",35
190497,"Glyph of Deterrence",25,"",27
29100,"Celestial Ink",40,"",135
9695,"Violet Pigment",40,"",1
292,"Firebloom",41,"",1705
119999,"Purple Lotus",42,"",299
650000,"Arthas' Tears",44,"",288
758,"Sungrass",46,"",6282
11500,"Blindweed",47,"",584
169900,"Ghost Mushroom",47,"",69
59999,"Gromsblood",50,"",571
150000,"Glyph of Spinning Crane Kick",25,"",59
120000,"Glyph of Touch of Karma",25,"",50
219998,"Glyph of Zen Meditation",25,"",57
29299,"Jadefire Ink",30,"",209
366051,"Glyph of Penance",25,"",35
989888,"Glyph of Holy Fire",25,"Yes",28
57500,"Midnight Ink",10,"",224
1000,"Mageroyal",10,"",1280
9997,"Briarthorn",15,"",1036
1519,"Swiftthistle",15,"",679
975,"Bruiseweed",20,"",6053
49400,"Stranglekelp",20,"",1044
