"Price","Name","Item Level","Owned?","Available"
99,"Light Parchment",1,"",423
193,"Crystal Vial",1,"",2559
379,"Wild Steelbloom",22,"",3202
875,"Mageroyal",10,"",1107
973,"Bruiseweed",20,"",4628
1099,"Fadeleaf",32,"",2343
1195,"Kingsblood",24,"",3495
1204,"Khadgar's Whisker",37,"",3283
1995,"Liferoot",30,"",3465
2100,"Firebloom",41,"",1438
3000,"Rune Thread",50,"",450
3125,"Dragon's Teeth",39,"",531
3665,"Dusky Pigment",10,"",25
4100,"Ice Cold Milk",5,"",13
4299,"Adder's Tongue",77,"",1705
4500,"Ragveil",65,"",387
7011,"Mild Spices",5,"",1319
8800,"Lapis Lazuli",87,"",485
9198,"Emerald Pigment",30,"",297
9391,"Twilight Jasmine",85,"",461
9999,"Violet Pigment",40,"",201
10000,"Azure Pigment",70,"",709
10988,"Grave Moss",22,"",201
11097,"Rain Poppy",85,"",4655
11699,"Cinderbloom",81,"",2428
14200,"Green Tea Leaf",85,"",5899
14997,"White Turnip",85,"",3234
15599,"Nether Pigment",60,"",286
16898,"Snow Lily",87,"",3697
17999,"Windwool Cloth",86,"",13811
19500,"Ashen Pigment",81,"",218
19597,"Shadow Pigment",86,"",617
19998,"Pink Turnip",85,"",3213
19998,"Volatile Earth",83,"",4489
20000,"Blackfallow Ink",81,"",462
22222,"Simple Flour",5,"",756
22396,"Red Blossom Leek",85,"",2231
23098,"Silkweed",86,"",4297
24897,"Fool's Cap",88,"",2820
27495,"Northern Egg",70,"",65
28800,"Bolt of Netherweave",60,"",1697
29496,"Whiptail",84,"",756
29996,"Glyph of Shred",25,"",52
29999,"Roguestone",87,"",1468
30000,"River's Heart",90,"",69
30097,"Eternium Thread",70,"",300
34400,"Midnight Ink",10,"",89
34595,"Green Cabbage",85,"",7530
36478,"Steamed Crab Surprise",90,"",180
36798,"Mogu Pumpkin",85,"",6996
36997,"Glyph of Soulstone",25,"",64
37298,"Scallions",85,"",6044
37618,"Raw Turtle Meat",85,"",3092
38999,"Potion of Mogu Power",90,"",4026
39594,"Small Egg",5,"",267
39600,"Stormvine",82,"",582
39999,"Flask of Stormwind Tawny",15,"",1
40000,"Potion of the Jade Serpent",90,"",4199
40000,"Celestial Ink",40,"",60
40191,"Ink of Dreams",86,"",465
43797,"Glyph of Arcane Explosion",25,"",21
44499,"Lion's Ink",20,"",82
44989,"Goldthorn",34,"",1564
45749,"Alexandrite",87,"",1677
46999,"Jadefire Ink",30,"",132
47399,"Ink of the Sea",70,"",190
48764,"Virmen's Bite",90,"",2210
49594,"Glyph of Healing Touch",25,"",27
59500,"Pandarian Garnet",87,"",156
59999,"Raw Tiger Steak",85,"",4200
64499,"Tasty Cupcake",80,"",239
67599,"Pearlescent Spellthread",90,"",22
69799,"Heartblossom",83,"",1176
69998,"Volatile Water",83,"",1671
72499,"Redbelly Mandarin",87,"",1784
78200,"Sunstone",87,"",1023
79898,"Bolt of Embersilk Cloth",81,"",2889
79999,"Tiger Gourami",87,"",2609
79999,"Volatile Fire",83,"",1413
79999,"Volatile Air",83,"",2047
79999,"Azshara's Veil",82,"",163
80883,"Potion of the Mountains",90,"",1022
83846,"Ghost Iron Bar",86,"",1975
88009,"Volatile Life",83,"",722
88993,"Mushan Ribs",85,"",1343
93670,"Jewel Danio",87,"",1209
93799,"Mysterious Fortune Card",85,"",775
98191,"Glyph of Rebirth",25,"",36
99299,"Pyrium Bar",85,"",593
99992,"Netherweave Bag",63,"",229
99995,"Raw Crab Meat",85,"",1183
108889,"Hypnotic Dust",81,"",1806
109996,"Emperor Salmon",87,"",5868
109998,"Giant Mantis Shrimp",87,"",2145
117999,"Bolt of Windwool Cloth",90,"",3840
119800,"Moonshroud",80,"",43
129999,"Raw Crocolisk Belly",85,"",4608
140298,"Glyph of Pathfinding",25,"",21
144400,"Glyph of Siphon Life",25,"",38
145428,"Glyph of Animal Bond",25,"",41
146232,"Glyph of Dash",25,"",18
146533,"Glyph of Smite",25,"",23
146732,"Glyph of Touch of Karma",25,"",43
146933,"Glyph of Savagery",25,"",16
150000,"Chun Tian Spring Rolls",90,"",881
157500,"Glyph of Holy Fire",25,"",26
172500,"Glyph of Cone of Cold",25,"",24
