"Price","Name","Item Level","Owned?","Available"
70999899,"Belt of the Night Sky (553)",553,"",19
89999,"Bolt of Windwool Cloth",90,"",2272
15000,"Windwool Cloth",86,"",4341
3209896,"Spirit of War",90,"",422
109999994,"Leggings of the Night Sky (553)",553,"",33
54100,"Potion of the Jade Serpent",90,"",6038
171,"Crystal Vial",1,"",113
11982,"Green Tea Leaf",85,"",63066
16000,"Silkweed",86,"",7716
43200,"Virmen's Bite",90,"",11656
11500,"Snow Lily",87,"",9223
1019998,"Flask of the Warm Sun",90,"",875
1039899,"Golden Lotus",90,"",1442
1024999,"Flask of Spring Blossoms",90,"",754
1945888,"Greater Crane Wing Inscription",90,"",339
549999,"Starlight Ink",86,"",947
46998,"Ink of Dreams",86,"",4791
27300,"Shadow Pigment",86,"",255
11599,"Rain Poppy",85,"",26510
18400,"Fool's Cap",88,"",4113
309989,"Misty Pigment",86,"",11
8999,"Light Parchment",1,"",1772
1749525,"Greater Tiger Claw Inscription",90,"",287
3999553,"Greater Cerulean Spellthread",90,"",85
2429797,"Greater Pearlescent Spellthread",90,"",107
368554,"Glyph of Unstable Affliction",25,"",7
42311,"Ink of the Sea",70,"",304
25500,"Azure Pigment",70,"",2227
1800,"Goldclover",72,"",5986
1996,"Tiger Lily",72,"",2238
4000,"Talandra's Rose",72,"",962
6000,"Adder's Tongue",77,"",2444
29494,"Lichbloom",80,"",714
20000,"Icethorn",80,"",505
3537,"Deadnettle",72,"",3644
7000,"Fire Leaf",75,"",425
247097,"Glyph of Arcane Power",25,"",13
50000,"Ethereal Ink",60,"",107
29999,"Nether Pigment",60,"",75
1400,"Felweed",60,"",4226
1499,"Dreaming Glory",60,"",562
8397,"Ragveil",65,"",514
1999,"Terocone",60,"",3409
2800,"Ancient Lichen",68,"",606
95000,"Netherbloom",70,"",215
209999,"Nightmare Vine",70,"",813
7431,"Mana Thistle",70,"",1207
1470099,"Glyph of Animal Bond",25,"Yes",32
615900,"Glyph of Deterrence",25,"",41
32697,"Celestial Ink",40,"",128
10000,"Violet Pigment",40,"",5
2999,"Firebloom",41,"",993
529987,"Purple Lotus",42,"",325
59999,"Arthas' Tears",44,"",200
2490,"Sungrass",46,"",1651
9700,"Blindweed",47,"",1515
139998,"Ghost Mushroom",47,"",661
77558,"Gromsblood",50,"",919
296400,"Glyph of Spinning Crane Kick",25,"",44
20000,"Glyph of Touch of Karma",25,"",41
1035200,"Glyph of Zen Meditation",25,"Yes",48
19399,"Jadefire Ink",30,"",865
31793,"Emerald Pigment",30,"",1388
4823,"Fadeleaf",32,"",1916
39999,"Goldthorn",34,"",1275
6596,"Khadgar's Whisker",37,"",5024
2998,"Dragon's Teeth",39,"",735
478698,"Glyph of Penance",25,"",35
389899,"Glyph of Holy Fire",25,"",35
9600,"Midnight Ink",10,"",1056
19800,"Dusky Pigment",10,"",602
1600,"Mageroyal",10,"",1094
3038,"Briarthorn",15,"",759
3300,"Swiftthistle",15,"",1806
1199,"Bruiseweed",20,"",1002
14000,"Stranglekelp",20,"",453
146731,"Glyph of Smite",25,"",16
310000,"Glyph of Savagery",25,"",29
17955,"Lion's Ink",20,"",495
15095,"Golden Pigment",20,"",1240
3598,"Wild Steelbloom",22,"",834
29998,"Grave Moss",22,"",115
1497,"Kingsblood",24,"",5424
1139,"Liferoot",30,"",332
90000,"Glyph of Shred",25,"",27
192300,"Glyph of Siphon Life",25,"",39
99800,"Glyph of Soulstone",25,"",26
427697,"Glyph of Rapid Displacement",25,"",19
40000,"Glyph of Arcane Explosion",25,"",33
685700,"Glyph of Cone of Cold",25,"",33
217288,"Glyph of Pathfinding",25,"",19
386397,"Glyph of Liberation",25,"",34
281999,"Glyph of Touch of Death",25,"",51
388570,"Glyph of Prayer of Mending",25,"",27
346400,"Glyph of Dash",25,"",41
50000,"Glyph of Healing Touch",25,"",17
130000,"Glyph of Rebirth",25,"",25
20000,"Cerulean Spellthread",90,"",63
450000,"Pearlescent Spellthread",90,"",58
44138,"Potion of Mogu Power",90,"",3855
949700,"Flask of Winter's Bite",90,"",622
1999753,"Greater Tiger Fang Inscription",90,"",396
720000,"Flask of the Earth",90,"",415
39999,"Potion of the Mountains",90,"Yes",849
2499898,"Greater Ox Horn Inscription",90,"Yes",103
5899996,"Living Steel",88,"",1290
1010000,"Trillium Bar",90,"",916
115000,"Ghost Iron Bar",86,"",13619
6250000,"Primal Diamond",90,"",795
929905,"Wild Jade",90,"",181
29995,"Alexandrite",87,"",2737
1490000,"Vermilion Onyx",90,"",764
519998,"Tiger Opal",87,"",2700
879898,"Imperial Amethyst",90,"",184
19997,"Roguestone",87,"",617
979993,"Primordial Ruby",90,"",244
43297,"Pandarian Garnet",87,"",874
47288,"River's Heart",90,"",190
7800,"Lapis Lazuli",87,"",816
879999,"Sun's Radiance",90,"",207
49000,"Sunstone",87,"",419
67498,"Great Pandaren Banquet",90,"",110
245505,"100 Year Soy Sauce",85,"",703
69995,"Jewel Danio",87,"",9181
14059,"Raw Tiger Steak",85,"",6975
22841,"Pink Turnip",85,"",4580
1648990,"Pandaren Treasure Noodle Cart Kit",90,"",1306
240000,"Black Pepper Ribs and Shrimp",90,"",1793
409896,"Black Pepper",85,"",1197
149997,"Giant Mantis Shrimp",87,"",1114
32000,"Mushan Ribs",85,"",4054
30000,"Green Cabbage",85,"",9724
149999,"Chun Tian Spring Rolls",90,"",940
389927,"Rice Flour",85,"",319
83288,"Redbelly Mandarin",87,"",1451
19900,"Red Blossom Leek",85,"",6852
224996,"Mogu Fish Stew",90,"",3072
117292,"Emperor Salmon",87,"",3942
43499,"Raw Crocolisk Belly",85,"",8273
19799,"Mogu Pumpkin",85,"",3166
65200,"Steamed Crab Surprise",90,"",563
14999,"Raw Crab Meat",85,"",3752
19000,"White Turnip",85,"",4710
237999,"Sea Mist Rice Noodles",90,"",1250
80000,"Tiger Gourami",87,"",1571
20000,"Raw Turtle Meat",85,"",12246
29900,"Scallions",85,"",3861
299995,"Mad Brewer's Breakfast",90,"",355
167774,"Pandaren Banquet",90,"",1090
350000,"Spiced Blossom Soup",90,"",32
7900,"Ancient Pandaren Spices",85,"",156
7597,"Aged Mogu'shan Cheese",85,"",512
209991,"Farmer's Delight",90,"",14
9096,"Aged Balsamic Vinegar",85,"",566
500000,"Stuffed Lushrooms",90,"",5
375999200,"Vial of the Sands",85,"",5
4499997,"Truegold",85,"Yes",124
28591,"Pyrium Bar",85,"",943
69999,"Volatile Fire",83,"",1746
118469,"Volatile Air",83,"",3067
99500,"Volatile Water",83,"",2485
1350000,"Flask of the Winds",85,"",59
29970,"Whiptail",84,"",2092
202923,"Azshara's Veil",82,"",511
34988,"Volatile Life",83,"",4321
500000,"Flask of Titanic Strength",85,"",26
44099,"Cinderbloom",81,"",7376
299999,"Deepstone Oil",81,"",115
969999,"Albino Cavefish",81,"",219
19890097,"Illusionary Bag",83,"",39
119900,"Bolt of Embersilk Cloth",81,"",641
9998,"Embersilk Cloth",81,"",8389
25553,"Volatile Earth",83,"",3194
765900,"Chaos Orb",85,"",332
1749994,"Embersilk Bag",83,"",417
59597,"Hypnotic Dust",81,"",4541
129998,"Netherweave Bag",63,"",33
10000,"Bolt of Netherweave",60,"",984
2300,"Netherweave Cloth",60,"",7392
7500,"Rune Thread",50,"",62
