"Price","Name","Item Level","Owned?","Available"
53262,"Potion of the Jade Serpent",90,"",7219
3598,"Crystal Vial",1,"",160
11000,"Green Tea Leaf",85,"",40159
13679,"Silkweed",86,"",6986
45509,"Virmen's Bite",90,"",2325
23994,"Snow Lily",87,"",4770
979998,"Flask of the Warm Sun",90,"",441
1069798,"Golden Lotus",90,"",1267
925000,"Flask of Spring Blossoms",90,"",517
1949894,"Greater Crane Wing Inscription",90,"",122
689899,"Starlight Ink",86,"",376
39900,"Ink of Dreams",86,"",1101
14000,"Shadow Pigment",86,"",4266
17450,"Rain Poppy",85,"",11862
27098,"Fool's Cap",88,"",3305
199995,"Misty Pigment",86,"",227
3996,"Light Parchment",1,"",2001
1250000,"Greater Tiger Claw Inscription",90,"",135
2499999,"Greater Cerulean Spellthread",90,"",134
109696,"Bolt of Windwool Cloth",90,"",1079
18298,"Windwool Cloth",86,"",13790
1999792,"Greater Pearlescent Spellthread",90,"",9
368969,"Glyph of Unstable Affliction",25,"",13
50000,"Ink of the Sea",70,"",24
39950,"Azure Pigment",70,"",59
9584,"Goldclover",72,"",4603
876,"Tiger Lily",72,"",3234
8787,"Talandra's Rose",72,"",1052
4900,"Adder's Tongue",77,"",3740
14998,"Lichbloom",80,"",187
19500,"Icethorn",80,"",520
3000,"Deadnettle",72,"",2290
5400,"Fire Leaf",75,"",575
289988,"Glyph of Arcane Power",25,"",24
33299,"Ethereal Ink",60,"",80
25668,"Nether Pigment",60,"",315
8700,"Felweed",60,"",6234
2000,"Dreaming Glory",60,"",3398
3799,"Ragveil",65,"",2033
2499,"Terocone",60,"",4293
4534,"Ancient Lichen",68,"",1225
98400,"Netherbloom",70,"",74
52500,"Nightmare Vine",70,"",666
3499,"Mana Thistle",70,"",1407
290000,"Glyph of Animal Bond",25,"",27
320000,"Glyph of Deterrence",25,"",7
50000,"Celestial Ink",40,"",99
19999,"Violet Pigment",40,"",3
5484,"Firebloom",41,"",1543
30000,"Purple Lotus",42,"",412
99998,"Arthas' Tears",44,"",22
2000,"Sungrass",46,"",2726
4179,"Blindweed",47,"",2470
140000,"Ghost Mushroom",47,"",286
20899,"Gromsblood",50,"",3047
1490000,"Glyph of Spinning Crane Kick",25,"",28
80000,"Glyph of Touch of Karma",25,"",25
109800,"Glyph of Zen Meditation",25,"",13
19799,"Jadefire Ink",30,"",492
35869,"Emerald Pigment",30,"",341
394,"Fadeleaf",32,"",3094
68697,"Goldthorn",34,"",735
1942,"Khadgar's Whisker",37,"",1649
3300,"Dragon's Teeth",39,"",755
531799,"Glyph of Penance",25,"",29
409994,"Glyph of Holy Fire",25,"",21
55535,"Midnight Ink",10,"",575
6427,"Dusky Pigment",10,"",12
987,"Mageroyal",10,"",882
17277,"Briarthorn",15,"",444
7000,"Swiftthistle",15,"",918
88,"Bruiseweed",20,"",974
3489,"Stranglekelp",20,"",498
60000,"Glyph of Smite",25,"",5
490999,"Glyph of Savagery",25,"",20
10259,"Lion's Ink",20,"",345
400000000,"Golden Pigment",20,"",1
24099,"Wild Steelbloom",22,"",1208
77700,"Grave Moss",22,"",277
1399,"Kingsblood",24,"",5754
2300,"Liferoot",30,"",562
20000,"Glyph of Shred",25,"",11
30000,"Glyph of Soulstone",25,"",6
587499,"Glyph of Rapid Displacement",25,"",24
159999,"Glyph of Arcane Explosion",25,"",31
162419,"Glyph of Cone of Cold",25,"",3
1489700,"Glyph of Pathfinding",25,"",25
387099,"Glyph of Liberation",25,"",8
199896,"Glyph of Touch of Death",25,"",6
492699,"Glyph of Prayer of Mending",25,"",36
140000,"Glyph of Dash",25,"",4
99900,"Glyph of Healing Touch",25,"",11
105050,"Glyph of Rebirth",25,"",4
32399,"Cerulean Spellthread",90,"",10
35399,"Pearlescent Spellthread",90,"",31
51477,"Potion of Mogu Power",90,"",4145
899999,"Flask of Winter's Bite",90,"",811
1489597,"Greater Tiger Fang Inscription",90,"",143
929898,"Flask of the Earth",90,"",222
14698,"Potion of the Mountains",90,"",774
1459594,"Greater Ox Horn Inscription",90,"",89
8649877,"Living Steel",88,"",1688
1149985,"Trillium Bar",90,"",927
115000,"Ghost Iron Bar",86,"",142
6438894,"Primal Diamond",90,"",232
909996,"Wild Jade",90,"",372
43398,"Alexandrite",87,"",4529
1799592,"Vermilion Onyx",90,"",625
818992,"Tiger Opal",87,"",2701
799871,"Imperial Amethyst",90,"",372
36898,"Roguestone",87,"",5448
1449999,"Primordial Ruby",90,"",346
41899,"Pandarian Garnet",87,"",3659
37495,"River's Heart",90,"",507
7497,"Lapis Lazuli",87,"",567
899985,"Sun's Radiance",90,"",346
56897,"Sunstone",87,"",2567
109944,"Great Pandaren Banquet",90,"",1495
329997,"100 Year Soy Sauce",85,"",312
94999,"Jewel Danio",87,"",6818
18999,"Raw Tiger Steak",85,"",8177
22241,"Pink Turnip",85,"",7904
1699860,"Pandaren Treasure Noodle Cart Kit",90,"",1165
359385,"Black Pepper Ribs and Shrimp",90,"",2745
739999,"Black Pepper",85,"",1759
96498,"Giant Mantis Shrimp",87,"",999
40279,"Mushan Ribs",85,"",2604
37500,"Green Cabbage",85,"",8855
299889,"Chun Tian Spring Rolls",90,"",318
849993,"Rice Flour",85,"",983
99998,"Redbelly Mandarin",87,"",366
27998,"Red Blossom Leek",85,"",3489
338997,"Mogu Fish Stew",90,"",3251
120000,"Emperor Salmon",87,"",3788
100000,"Raw Crocolisk Belly",85,"",3678
30900,"Mogu Pumpkin",85,"",7296
216384,"Steamed Crab Surprise",90,"",896
14439,"Raw Crab Meat",85,"",2419
27484,"White Turnip",85,"",2956
349596,"Sea Mist Rice Noodles",90,"",3275
90000,"Tiger Gourami",87,"",1107
19759,"Raw Turtle Meat",85,"",11288
33986,"Scallions",85,"",2470
119998,"Mad Brewer's Breakfast",90,"",156
187496,"Pandaren Banquet",90,"",373
590000,"Spiced Blossom Soup",90,"",12
99999,"Ancient Pandaren Spices",85,"",108
310500,"Seasoned Pomfruit Slices",90,"",11
380000,"Fluffy Silkfeather Omelet",90,"",5
9300,"Aged Mogu'shan Cheese",85,"",166
210000,"Farmer's Delight",90,"",11
9500,"Aged Balsamic Vinegar",85,"",176
220000,"Stuffed Lushrooms",90,"",3
359498200,"Vial of the Sands",85,"",6
2270200,"Truegold",85,"",429
30000,"Pyrium Bar",85,"",1278
75000,"Volatile Fire",83,"",1201
86183,"Volatile Air",83,"",1136
85000,"Volatile Water",83,"",741
659999,"Flask of the Winds",85,"",250
8000,"Whiptail",84,"",5374
34800,"Azshara's Veil",82,"",955
20000,"Volatile Life",83,"",2578
1699996,"Flask of Titanic Strength",85,"",231
9997,"Cinderbloom",81,"",7059
640000,"Deepstone Oil",81,"",1348
119999,"Albino Cavefish",81,"",449
19786599,"Illusionary Bag",83,"",35
60000,"Bolt of Embersilk Cloth",81,"",1329
8499,"Embersilk Cloth",81,"",39778
12500,"Volatile Earth",83,"",8114
649900,"Chaos Orb",85,"",235
1781881,"Embersilk Bag",83,"",214
67500,"Hypnotic Dust",81,"",7856
109587,"Netherweave Bag",63,"",312
30000,"Bolt of Netherweave",60,"",258
2300,"Netherweave Cloth",60,"",24719
9876,"Rune Thread",50,"",473
1829995,"Frostweave Bag",80,"",45
439999,"Bolt of Imbued Frostweave",75,"",116
95000,"Bolt of Frostweave",70,"",1357
17500,"Frostweave Cloth",70,"",14825
19798,"Infinite Dust",70,"",6879
19999,"Eternium Thread",70,"",21
5503486,"Glacial Bag",80,"",10
999994,"Moonshroud",80,"",56
99000,"Eternal Life",75,"",226
700000,"Ebonweave",80,"",58
190000,"Eternal Shadow",75,"",56
249699,"Mysterious Fortune Card",85,"",75
19900,"Blackfallow Ink",81,"",963
119880,"Ashen Pigment",81,"",502
8739,"Stormvine",82,"",2150
14500,"Heartblossom",83,"",1939
10000,"Twilight Jasmine",85,"",359
