"Price","Name","Item Level","Owned?","Available"
59797,"Potion of the Jade Serpent",90,"",3453
542,"Crystal Vial",1,"",1837
15598,"Green Tea Leaf",85,"",11421
29977,"Silkweed",86,"",3836
59200,"Virmen's Bite",90,"",3194
28784,"Snow Lily",87,"",4456
841298,"Flask of the Warm Sun",90,"",663
728888,"Golden Lotus",90,"",1601
813382,"Flask of Spring Blossoms",90,"",377
2460000,"Greater Crane Wing Inscription",90,"",83
749998,"Starlight Ink",86,"",621
68332,"Ink of Dreams",86,"",711
48799,"Shadow Pigment",86,"",251
15694,"Rain Poppy",85,"",2743
32406,"Fool's Cap",88,"",4482
529899,"Misty Pigment",86,"",37
5999,"Light Parchment",1,"",1145
2692998,"Greater Tiger Claw Inscription",90,"",78
3889999,"Greater Cerulean Spellthread",90,"",47
74160,"Bolt of Windwool Cloth",90,"",2678
13998,"Windwool Cloth",86,"",3907
3005088,"Greater Pearlescent Spellthread",90,"",38
299493,"Glyph of Unstable Affliction",25,"",40
48906,"Ink of the Sea",70,"",249
24996,"Azure Pigment",70,"",162
9800,"Goldclover",72,"",2230
12800,"Tiger Lily",72,"",1500
34401,"Talandra's Rose",72,"",1096
9600,"Adder's Tongue",77,"",2379
31078,"Lichbloom",80,"",697
189397,"Icethorn",80,"",456
9899,"Deadnettle",72,"",1208
62800,"Fire Leaf",75,"",185
296899,"Glyph of Arcane Power",25,"",35
98999,"Ethereal Ink",60,"",123
100000,"Nether Pigment",60,"",94
11800,"Felweed",60,"",1911
18800,"Dreaming Glory",60,"",2218
65400,"Ragveil",65,"",980
18088,"Terocone",60,"",2023
9900,"Ancient Lichen",68,"",1140
128497,"Netherbloom",70,"",306
299990,"Nightmare Vine",70,"",427
13868,"Mana Thistle",70,"",654
515099,"Glyph of Animal Bond",25,"",81
329297,"Glyph of Deterrence",25,"",51
37500,"Celestial Ink",40,"",132
12104,"Violet Pigment",40,"",35
6599,"Firebloom",41,"",1730
100000,"Purple Lotus",42,"",258
49999,"Arthas' Tears",44,"",203
29997,"Sungrass",46,"",1395
30198,"Blindweed",47,"",463
