"Price","Name","Item Level","Owned?","Available"
70000,"Potion of the Jade Serpent",90,"",3758
187,"Crystal Vial",1,"",4098
18798,"Green Tea Leaf",85,"",8959
34998,"Silkweed",86,"",16307
59734,"Virmen's Bite",90,"",3136
23698,"Snow Lily",87,"",2745
700000,"Flask of the Warm Sun",90,"",2100
739999,"Golden Lotus",90,"",1790
610000,"Flask of Spring Blossoms",90,"",1094
1555254,"Greater Crane Wing Inscription",90,"",62
400000,"Starlight Ink",86,"",2390
54099,"Ink of Dreams",86,"",6881
600,"Light Parchment",1,"",1503
2879778,"Greater Tiger Claw Inscription",90,"",66
1709999,"Greater Cerulean Spellthread",90,"",64
79999,"Bolt of Windwool Cloth",90,"",1938
17997,"Windwool Cloth",86,"",3511
1880000,"Greater Pearlescent Spellthread",90,"",41
149389,"Glyph of Unstable Affliction",25,"",47
79999,"Ink of the Sea",70,"",147
6797099,"Glyph of Arcane Power",25,"",1
280000,"Glyph of Animal Bond",25,"",52
199899,"Glyph of Deterrence",25,"",26
59999,"Celestial Ink",40,"",8
148093,"Glyph of Spinning Crane Kick",25,"",9
29999,"Glyph of Touch of Karma",25,"",47
100000,"Glyph of Zen Meditation",25,"",40
18800,"Jadefire Ink",30,"",56
379077,"Glyph of Penance",25,"",26
199696,"Glyph of Holy Fire",25,"",13
10000,"Midnight Ink",10,"",131
139995,"Glyph of Smite",25,"",39
139898,"Glyph of Savagery",25,"",33
30000,"Lion's Ink",20,"",44
70000,"Glyph of Shred",25,"",43
146933,"Glyph of Siphon Life",25,"",24
349895,"Glyph of Soulstone",25,"",86
563298,"Glyph of Rapid Displacement",25,"",22
89197,"Glyph of Arcane Explosion",25,"",15
92126,"Glyph of Cone of Cold",25,"",23
146933,"Glyph of Pathfinding",25,"",20
146933,"Glyph of Liberation",25,"",38
146933,"Glyph of Touch of Death",25,"",35
149196,"Glyph of Prayer of Mending",25,"",11
119495,"Glyph of Dash",25,"",20
85347,"Glyph of Healing Touch",25,"",18
80000,"Glyph of Rebirth",25,"",2
27497,"Cerulean Spellthread",90,"",119
24000,"Pearlescent Spellthread",90,"",48
40000,"Potion of Mogu Power",90,"",2126
21998,"Fool's Cap",88,"",5366
620000,"Flask of Winter's Bite",90,"",881
2599692,"Greater Tiger Fang Inscription",90,"",66
776796,"Flask of the Earth",90,"",774
16999,"Rain Poppy",85,"",2135
11392,"Potion of the Mountains",90,"",715
1290000,"Greater Ox Horn Inscription",90,"",28
4219900,"Living Steel",88,"",103
799984,"Trillium Bar",90,"",2488
86299,"Ghost Iron Bar",86,"",3690
4429999,"Primal Diamond",90,"",462
739798,"Wild Jade",90,"",481
859996,"Vermilion Onyx",90,"",133
719997,"Imperial Amethyst",90,"",448
639993,"Primordial Ruby",90,"",724
46899,"Pandarian Garnet",87,"",2222
185000,"Tiger Opal",87,"",942
39253,"Roguestone",87,"",1688
49875,"River's Heart",90,"",222
7899,"Lapis Lazuli",87,"",1794
667485,"Sun's Radiance",90,"",120
138876,"Sunstone",87,"",930
59121,"Alexandrite",87,"",1589
749999,"Great Pandaren Banquet",90,"",477
1249799,"100 Year Soy Sauce",85,"",328
148983,"Jewel Danio",87,"",3250
166664,"Raw Tiger Steak",85,"",1812
71999,"Pink Turnip",85,"",895
547097,"Black Pepper Ribs and Shrimp",90,"",1202
1380000,"Black Pepper",85,"",257
197777,"Giant Mantis Shrimp",87,"",2155
89899,"Mushan Ribs",85,"",1793
39998,"Green Cabbage",85,"",8683
200000,"Chun Tian Spring Rolls",90,"",1020
400000,"Mogu Fish Stew",90,"",1785
139998,"Emperor Salmon",87,"",4029
90000,"Raw Crocolisk Belly",85,"",4476
59000,"Mogu Pumpkin",85,"",4745
30000,"Steamed Crab Surprise",90,"",154
340000,"Sea Mist Rice Noodles",90,"",2285
1546596,"Rice Flour",85,"",752
79897,"Tiger Gourami",87,"",4808
42179,"Raw Turtle Meat",85,"",877
29999,"Scallions",85,"",6063
50000,"Mad Brewer's Breakfast",90,"",5
799999,"Pandaren Banquet",90,"",855
239998,"Raw Crab Meat",85,"",1647
10900,"White Turnip",85,"",2735
198076,"Redbelly Mandarin",87,"",1556
11399,"Red Blossom Leek",85,"",2117
429999977,"Vial of the Sands",85,"",6
3451521,"Truegold",85,"",307
83491,"Pyrium Bar",85,"",977
39500,"Volatile Fire",83,"",1299
59887,"Volatile Air",83,"",2943
29639,"Volatile Water",83,"",694
2469996,"Flask of the Winds",85,"",71
20000,"Whiptail",84,"",474
39400,"Azshara's Veil",82,"",710
29700,"Volatile Life",83,"",1341
750000,"Flask of Titanic Strength",85,"",80
29800,"Cinderbloom",81,"",2265
789996,"Deepstone Oil",81,"",72
550000,"Albino Cavefish",81,"",242
25777772,"Illusionary Bag",83,"",21
99999,"Bolt of Embersilk Cloth",81,"",1269
19888,"Volatile Earth",83,"",4217
899999,"Chaos Orb",85,"",131
3099999,"Embersilk Bag",83,"",189
105000,"Hypnotic Dust",81,"",3723
63600,"Netherweave Bag",63,"",258
43199,"Bolt of Netherweave",60,"",1297
7166,"Rune Thread",50,"",682
1550000,"Frostweave Bag",80,"",48
289998,"Bolt of Imbued Frostweave",75,"",200
89900,"Bolt of Frostweave",70,"",728
9879,"Frostweave Cloth",70,"",15995
40696,"Infinite Dust",70,"",2813
26597,"Eternium Thread",70,"",157
6660000,"Glacial Bag",80,"",2
100000,"Moonshroud",80,"",66
748497,"Ebonweave",80,"",50
149892,"Mysterious Fortune Card",85,"",3350
19999,"Blackfallow Ink",81,"",124
