"Price","Name","Item Level","Owned?","Available"
60988,"Potion of the Jade Serpent",90,"",3601
498,"Crystal Vial",1,"",4708
19500,"Green Tea Leaf",85,"",15322
29998,"Silkweed",86,"",4875
57532,"Virmen's Bite",90,"",6305
20499,"Snow Lily",87,"",1705
749694,"Flask of the Warm Sun",90,"",1641
790000,"Golden Lotus",90,"",1472
779089,"Flask of Spring Blossoms",90,"",1104
1777677,"Greater Crane Wing Inscription",90,"",21
600000,"Starlight Ink",86,"",80
1000,"Light Parchment",1,"",550
1299900,"Greater Tiger Claw Inscription",90,"",24
2309470,"Greater Cerulean Spellthread",90,"",18
80000,"Bolt of Windwool Cloth",90,"",873
10000,"Windwool Cloth",86,"",7775
2599884,"Greater Pearlescent Spellthread",90,"",25
176945,"Glyph of Unstable Affliction",25,"",75
49999,"Ink of the Sea",70,"",375
43116,"Ink of Dreams",86,"",767
139898,"Glyph of Arcane Power",25,"",20
80000,"Ethereal Ink",60,"",60
329898,"Glyph of Animal Bond",25,"",71
279397,"Glyph of Deterrence",25,"",55
42846,"Celestial Ink",40,"",165
149498,"Glyph of Spinning Crane Kick",25,"",51
59898,"Glyph of Touch of Karma",25,"",61
146632,"Glyph of Zen Meditation",25,"",42
49999,"Jadefire Ink",30,"",160
386781,"Glyph of Penance",25,"",30
249697,"Glyph of Holy Fire",25,"",31
39998,"Midnight Ink",10,"",564
239698,"Glyph of Smite",25,"",43
319796,"Glyph of Savagery",25,"",64
20000,"Lion's Ink",20,"",88
79897,"Glyph of Shred",25,"",59
139797,"Glyph of Siphon Life",25,"",64
1099892,"Glyph of Soulstone",25,"",70
589300,"Glyph of Rapid Displacement",25,"",39
139296,"Glyph of Arcane Explosion",25,"",32
100116,"Glyph of Cone of Cold",25,"",43
159893,"Glyph of Pathfinding",25,"",48
146431,"Glyph of Liberation",25,"",53
90000,"Glyph of Touch of Death",25,"",47
157695,"Glyph of Prayer of Mending",25,"",22
149798,"Glyph of Dash",25,"",29
149095,"Glyph of Healing Touch",25,"",32
50000,"Glyph of Rebirth",25,"",31
40000,"Cerulean Spellthread",90,"",27
24998,"Pearlescent Spellthread",90,"",39
55808,"Potion of Mogu Power",90,"",4241
20500,"Fool's Cap",88,"",3171
759089,"Flask of Winter's Bite",90,"",707
1449400,"Greater Tiger Fang Inscription",90,"",29
929893,"Flask of the Earth",90,"",531
15948,"Rain Poppy",85,"",1055
51294,"Potion of the Mountains",90,"",875
1499998,"Greater Ox Horn Inscription",90,"",39
4589998,"Living Steel",88,"",185
849900,"Trillium Bar",90,"",2178
85000,"Ghost Iron Bar",86,"",2241
4549500,"Primal Diamond",90,"",692
724308,"Wild Jade",90,"",169
902600,"Vermilion Onyx",90,"",174
703698,"Imperial Amethyst",90,"",203
40000,"Roguestone",87,"",2691
712800,"Primordial Ruby",90,"",285
68398,"Pandarian Garnet",87,"",1726
179100,"Tiger Opal",87,"",2249
29900,"River's Heart",90,"",320
14500,"Lapis Lazuli",87,"",1865
774100,"Sun's Radiance",90,"",100
87000,"Sunstone",87,"",969
63900,"Alexandrite",87,"",2131
1744999,"Great Pandaren Banquet",90,"",377
1291990,"100 Year Soy Sauce",85,"",376
83397,"Jewel Danio",87,"",2231
119900,"Raw Tiger Steak",85,"",834
199998,"Pink Turnip",85,"",52
200000,"Black Pepper Ribs and Shrimp",90,"",1511
1369998,"Black Pepper",85,"",366
127399,"Giant Mantis Shrimp",87,"",1962
98895,"Mushan Ribs",85,"",710
35506,"Green Cabbage",85,"",5046
200000,"Chun Tian Spring Rolls",90,"",67
1959999,"Rice Flour",85,"",135
239900,"Redbelly Mandarin",87,"",422
19700,"Red Blossom Leek",85,"",544
499699,"Mogu Fish Stew",90,"",3791
118799,"Emperor Salmon",87,"",5891
193900,"Raw Crocolisk Belly",85,"",861
41975,"Mogu Pumpkin",85,"",8354
189077,"Steamed Crab Surprise",90,"",3
200000,"Sea Mist Rice Noodles",90,"",2919
90000,"Tiger Gourami",87,"",1537
79999,"Raw Turtle Meat",85,"",3173
39920,"Scallions",85,"",6743
199999,"Mad Brewer's Breakfast",90,"",11
959997,"Pandaren Banquet",90,"",755
77418,"Raw Crab Meat",85,"",722
19999,"White Turnip",85,"",5674
429999994,"Vial of the Sands",85,"",5
2047400,"Truegold",85,"",137
84689,"Pyrium Bar",85,"",790
29644,"Volatile Fire",83,"",2914
65060,"Volatile Air",83,"",3145
100875,"Volatile Water",83,"",2381
2499998,"Flask of the Winds",85,"",33
1550000,"Flask of Titanic Strength",85,"",160
878674,"Deepstone Oil",81,"",278
21009996,"Illusionary Bag",83,"",10
79898,"Bolt of Embersilk Cloth",81,"",2527
34391,"Volatile Life",83,"",4217
15000,"Volatile Earth",83,"",6483
649899,"Chaos Orb",85,"",316
3255499,"Embersilk Bag",83,"",340
109657,"Hypnotic Dust",81,"",1075
65993,"Netherweave Bag",63,"",209
14999,"Bolt of Netherweave",60,"",2325
7000,"Rune Thread",50,"",880
1500000,"Frostweave Bag",80,"",158
337496,"Bolt of Imbued Frostweave",75,"",588
90000,"Eternium Thread",70,"",256
348800,"Moonshroud",80,"",109
690000,"Ebonweave",80,"",22
149994,"Mysterious Fortune Card",85,"",3226
18999,"Blackfallow Ink",81,"",4317
