"Price","Name","Item Level","Owned?","Available"
68772,"Potion of the Jade Serpent",90,"Yes",5696
568,"Crystal Vial",1,"",5259
18699,"Green Tea Leaf",85,"",6695
23483,"Silkweed",86,"",7189
88500,"Virmen's Bite",90,"Yes",8592
22198,"Snow Lily",87,"",3159
759888,"Flask of the Warm Sun",90,"",1878
760000,"Golden Lotus",90,"",2025
779599,"Flask of Spring Blossoms",90,"",1857
1777777,"Greater Crane Wing Inscription",90,"",44
359999,"Starlight Ink",86,"",205
1196,"Light Parchment",1,"",570
1300000,"Greater Tiger Claw Inscription",90,"",69
2309782,"Greater Cerulean Spellthread",90,"Yes",89
83875,"Bolt of Windwool Cloth",90,"",1729
2610000,"Greater Pearlescent Spellthread",90,"Yes",61
177049,"Glyph of Unstable Affliction",25,"",47
59000,"Ink of the Sea",70,"",415
43116,"Ink of Dreams",86,"",1592
149700,"Glyph of Arcane Power",25,"",7
50000,"Ethereal Ink",60,"",63
439795,"Glyph of Animal Bond",25,"Yes",57
280894,"Glyph of Deterrence",25,"",18
49999,"Celestial Ink",40,"",216
149700,"Glyph of Spinning Crane Kick",25,"",20
79199,"Glyph of Touch of Karma",25,"",10
100000,"Glyph of Zen Meditation",25,"",12
69999,"Jadefire Ink",30,"",159
386888,"Glyph of Penance",25,"Yes",8
249800,"Glyph of Holy Fire",25,"",5
64198,"Midnight Ink",10,"",540
308164,"Glyph of Smite",25,"Yes",22
344792,"Glyph of Savagery",25,"Yes",43
21776,"Lion's Ink",20,"",45
89588,"Glyph of Shred",25,"",18
196645,"Glyph of Siphon Life",25,"Yes",17
1999897,"Glyph of Soulstone",25,"",30
602400,"Glyph of Rapid Displacement",25,"Yes",25
149699,"Glyph of Arcane Explosion",25,"",11
90315,"Glyph of Cone of Cold",25,"",21
189800,"Glyph of Pathfinding",25,"",40
146632,"Glyph of Liberation",25,"",10
99000,"Glyph of Touch of Death",25,"",7
157996,"Glyph of Prayer of Mending",25,"",5
159798,"Glyph of Dash",25,"",6
169900,"Glyph of Healing Touch",25,"",16
70000,"Glyph of Rebirth",25,"",11
55555,"Cerulean Spellthread",90,"",5
27300,"Pearlescent Spellthread",90,"",20
56181,"Potion of Mogu Power",90,"",4166
26099,"Fool's Cap",88,"",1364
799598,"Flask of Winter's Bite",90,"",553
1449594,"Greater Tiger Fang Inscription",90,"",76
949599,"Flask of the Earth",90,"",290
14968,"Rain Poppy",85,"",895
28998,"Potion of the Mountains",90,"",974
1599997,"Greater Ox Horn Inscription",90,"",68
4500000,"Living Steel",88,"",205
794996,"Trillium Bar",90,"",1297
89499,"Ghost Iron Bar",86,"",4843
4199999,"Primal Diamond",90,"",715
700000,"Wild Jade",90,"",561
50395,"Alexandrite",87,"",3251
850000,"Vermilion Onyx",90,"",703
198900,"Tiger Opal",87,"",1511
799938,"Imperial Amethyst",90,"",387
597398,"Primordial Ruby",90,"",188
55600,"Pandarian Garnet",87,"",270
33095,"Roguestone",87,"",1954
40000,"River's Heart",90,"",367
7677,"Lapis Lazuli",87,"",260
699995,"Sun's Radiance",90,"",224
79989,"Sunstone",87,"",407
699998,"Great Pandaren Banquet",90,"",359
80000,"Jewel Danio",87,"",5665
118700,"Raw Tiger Steak",85,"",478
50000,"Pink Turnip",85,"",848
389988,"Black Pepper Ribs and Shrimp",90,"Yes",1385
1390000,"Black Pepper",85,"",217
98900,"Giant Mantis Shrimp",87,"",3036
112497,"Mushan Ribs",85,"",2363
28899,"Green Cabbage",85,"",8286
359996,"Chun Tian Spring Rolls",90,"",464
1309998,"Rice Flour",85,"",118
119999,"Redbelly Mandarin",87,"",581
20000,"Red Blossom Leek",85,"",1367
379817,"Mogu Fish Stew",90,"",1861
146700,"Emperor Salmon",87,"",3025
127258,"Raw Crocolisk Belly",85,"",2879
34999,"Mogu Pumpkin",85,"",5026
30019,"Steamed Crab Surprise",90,"",311
395899,"Sea Mist Rice Noodles",90,"Yes",2856
132096,"Tiger Gourami",87,"",3049
89900,"Raw Turtle Meat",85,"",1277
39999,"Scallions",85,"",5020
39964,"Mad Brewer's Breakfast",90,"",200
609985,"Pandaren Banquet",90,"",266
91917,"Raw Crab Meat",85,"",1515
22399,"White Turnip",85,"",5432
429999997,"Vial of the Sands",85,"",7
2049995,"Truegold",85,"Yes",154
87700,"Pyrium Bar",85,"",811
28500,"Volatile Fire",83,"",3331
40800,"Volatile Air",83,"",4146
34254,"Volatile Water",83,"",3073
2499998,"Flask of the Winds",85,"",5
1749999,"Flask of Titanic Strength",85,"",186
878696,"Deepstone Oil",81,"",589
21429909,"Illusionary Bag",83,"",21
79987,"Bolt of Embersilk Cloth",81,"",1648
36597,"Volatile Life",83,"",5226
17977,"Volatile Earth",83,"",2757
779200,"Chaos Orb",85,"",222
3350000,"Embersilk Bag",83,"",239
109793,"Hypnotic Dust",81,"",5083
76695,"Netherweave Bag",63,"",242
22299,"Bolt of Netherweave",60,"",1346
8000,"Rune Thread",50,"",603
1903172,"Frostweave Bag",80,"",75
350000,"Bolt of Imbued Frostweave",75,"",671
23299,"Eternium Thread",70,"",177
3999999,"Glacial Bag",80,"",1
398800,"Moonshroud",80,"",82
550000,"Ebonweave",80,"",25
149997,"Mysterious Fortune Card",85,"",3614
19998,"Blackfallow Ink",81,"",4070
