"Price","Name","Item Level","Owned?","Available"
69999,"Potion of the Jade Serpent",90,"",2557
200,"Crystal Vial",1,"",4246
19795,"Green Tea Leaf",85,"",11417
60099,"Silkweed",86,"",9649
44900,"Virmen's Bite",90,"",2502
30399,"Snow Lily",87,"",3179
719999,"Flask of the Warm Sun",90,"",302
750000,"Golden Lotus",90,"",1110
719999,"Flask of Spring Blossoms",90,"",845
1555355,"Greater Crane Wing Inscription",90,"",100
449995,"Starlight Ink",86,"",183
44400,"Ink of Dreams",86,"",547
798,"Light Parchment",1,"",678
2879899,"Greater Tiger Claw Inscription",90,"",59
1950000,"Greater Cerulean Spellthread",90,"",23
80000,"Bolt of Windwool Cloth",90,"",2584
19598,"Windwool Cloth",86,"",2523
2051101,"Greater Pearlescent Spellthread",90,"",47
149599,"Glyph of Unstable Affliction",25,"",47
49999,"Ink of the Sea",70,"",61
146933,"Glyph of Arcane Power",25,"",5
289493,"Glyph of Animal Bond",25,"",49
249785,"Glyph of Deterrence",25,"",32
149097,"Glyph of Spinning Crane Kick",25,"",39
79999,"Glyph of Touch of Karma",25,"",43
146933,"Glyph of Zen Meditation",25,"",28
29999,"Jadefire Ink",30,"",5
379186,"Glyph of Penance",25,"",28
199699,"Glyph of Holy Fire",25,"",18
10000,"Midnight Ink",10,"",61
189997,"Glyph of Smite",25,"",27
197898,"Glyph of Savagery",25,"",22
99891,"Glyph of Shred",25,"",35
80000,"Glyph of Siphon Life",25,"",41
891293,"Glyph of Soulstone",25,"",57
569700,"Glyph of Rapid Displacement",25,"",23
89199,"Glyph of Arcane Explosion",25,"",19
92227,"Glyph of Cone of Cold",25,"",26
100000,"Glyph of Pathfinding",25,"",23
146933,"Glyph of Liberation",25,"",38
50000,"Glyph of Touch of Death",25,"",41
149297,"Glyph of Prayer of Mending",25,"",14
119598,"Glyph of Dash",25,"",19
85348,"Glyph of Healing Touch",25,"",19
65365,"Glyph of Rebirth",25,"",18
27500,"Cerulean Spellthread",90,"",111
24500,"Pearlescent Spellthread",90,"",28
49919,"Potion of Mogu Power",90,"",3101
29799,"Fool's Cap",88,"",3823
720000,"Flask of Winter's Bite",90,"",642
2599800,"Greater Tiger Fang Inscription",90,"",53
859900,"Flask of the Earth",90,"",415
20399,"Rain Poppy",85,"",1971
11500,"Potion of the Mountains",90,"",901
1299599,"Greater Ox Horn Inscription",90,"",85
3562500,"Living Steel",88,"",430
859897,"Trillium Bar",90,"",1005
98360,"Ghost Iron Bar",86,"",2458
4429998,"Primal Diamond",90,"",649
799898,"Wild Jade",90,"",112
899387,"Vermilion Onyx",90,"",146
749799,"Imperial Amethyst",90,"",148
644898,"Primordial Ruby",90,"",792
59399,"Pandarian Garnet",87,"",653
180000,"Tiger Opal",87,"",710
39000,"River's Heart",90,"",188
8999,"Lapis Lazuli",87,"",950
749899,"Sun's Radiance",90,"",166
70699,"Sunstone",87,"",606
58400,"Alexandrite",87,"",640
900000,"Great Pandaren Banquet",90,"",405
1278700,"100 Year Soy Sauce",85,"",546
149088,"Jewel Danio",87,"",3705
289898,"Raw Tiger Steak",85,"",239
87099,"Pink Turnip",85,"",3611
369898,"Black Pepper Ribs and Shrimp",90,"",816
1455552,"Black Pepper",85,"",518
94500,"Giant Mantis Shrimp",87,"",3426
128696,"Mushan Ribs",85,"",2404
31797,"Green Cabbage",85,"",10258
539999,"Chun Tian Spring Rolls",90,"",353
379999,"Mogu Fish Stew",90,"",3214
170899,"Emperor Salmon",87,"",5536
139899,"Raw Crocolisk Belly",85,"",4863
37998,"Mogu Pumpkin",85,"",3636
37619,"Steamed Crab Surprise",90,"",146
369993,"Sea Mist Rice Noodles",90,"",2360
1621997,"Rice Flour",85,"",686
121122,"Tiger Gourami",87,"",3750
61493,"Raw Turtle Meat",85,"",2614
37022,"Scallions",85,"",4731
199998,"Mad Brewer's Breakfast",90,"",40
788988,"Pandaren Banquet",90,"",367
389598,"Raw Crab Meat",85,"",1432
16997,"White Turnip",85,"",3395
232248,"Redbelly Mandarin",87,"",1085
15899,"Red Blossom Leek",85,"",2305
429999979,"Vial of the Sands",85,"",8
3616192,"Truegold",85,"",284
84495,"Pyrium Bar",85,"",228
29899,"Volatile Fire",83,"",550
62665,"Volatile Air",83,"",2930
29538,"Volatile Water",83,"",422
2469997,"Flask of the Winds",85,"",38
27752,"Whiptail",84,"",1008
40000,"Azshara's Veil",82,"",524
29896,"Volatile Life",83,"",730
999999,"Flask of Titanic Strength",85,"",165
19999,"Cinderbloom",81,"",937
839999,"Deepstone Oil",81,"",555
650000,"Albino Cavefish",81,"",231
29777776,"Illusionary Bag",83,"",16
128196,"Bolt of Embersilk Cloth",81,"",4210
17893,"Volatile Earth",83,"",7656
549999,"Chaos Orb",85,"",241
3209899,"Embersilk Bag",83,"",161
109699,"Hypnotic Dust",81,"",4839
50000,"Netherweave Bag",63,"",648
52887,"Bolt of Netherweave",60,"",1106
7168,"Rune Thread",50,"",681
1700000,"Frostweave Bag",80,"",147
299997,"Bolt of Imbued Frostweave",75,"",140
119596,"Bolt of Frostweave",70,"",1154
17899,"Frostweave Cloth",70,"",17218
40905,"Infinite Dust",70,"",6865
26597,"Eternium Thread",70,"",195
249999,"Moonshroud",80,"",119
758534,"Ebonweave",80,"",21
149892,"Mysterious Fortune Card",85,"",781
49997,"Blackfallow Ink",81,"",91
