"Price","Name","Item Level","Owned?","Available"
95202,"Potion of the Jade Serpent",90,"",3189
385,"Crystal Vial",1,"",5574
14000,"Green Tea Leaf",85,"",5955
49989,"Silkweed",86,"",2904
50187,"Virmen's Bite",90,"",3916
30497,"Snow Lily",87,"",4601
749900,"Flask of the Warm Sun",90,"",789
727098,"Golden Lotus",90,"",2695
719800,"Flask of Spring Blossoms",90,"",853
1500000,"Greater Crane Wing Inscription",90,"",71
320000,"Starlight Ink",86,"",441
44085,"Ink of Dreams",86,"",248
2400,"Light Parchment",1,"",334
1749897,"Greater Tiger Claw Inscription",90,"",100
2649999,"Greater Cerulean Spellthread",90,"",126
95000,"Bolt of Windwool Cloth",90,"",2168
2889999,"Greater Pearlescent Spellthread",90,"",46
99900,"Glyph of Unstable Affliction",25,"",37
199900,"Ink of the Sea",70,"",1
166627,"Glyph of Arcane Power",25,"",17
69996,"Ethereal Ink",60,"",146
499990,"Glyph of Animal Bond",25,"",70
339788,"Glyph of Deterrence",25,"",48
20000,"Celestial Ink",40,"",277
449996,"Glyph of Spinning Crane Kick",25,"",70
19996,"Glyph of Touch of Karma",25,"",53
164394,"Glyph of Zen Meditation",25,"",40
19550,"Jadefire Ink",30,"",333
387503,"Glyph of Penance",25,"",47
109999,"Glyph of Holy Fire",25,"",24
44325,"Midnight Ink",10,"",346
499093,"Glyph of Smite",25,"",46
966442,"Glyph of Savagery",25,"",43
25000,"Lion's Ink",20,"",371
99997,"Glyph of Shred",25,"",66
129898,"Glyph of Siphon Life",25,"",51
29999,"Glyph of Soulstone",25,"",52
649500,"Glyph of Rapid Displacement",25,"",29
164430,"Glyph of Arcane Explosion",25,"",26
140619,"Glyph of Cone of Cold",25,"",39
149999,"Glyph of Pathfinding",25,"",18
120000,"Glyph of Liberation",25,"",50
20000,"Glyph of Touch of Death",25,"",45
158603,"Glyph of Prayer of Mending",25,"",23
169895,"Glyph of Dash",25,"",33
499894,"Glyph of Healing Touch",25,"",48
79097,"Glyph of Rebirth",25,"",42
25000,"Cerulean Spellthread",90,"",49
28499,"Pearlescent Spellthread",90,"",20
57421,"Potion of Mogu Power",90,"",4290
17998,"Fool's Cap",88,"",2867
719900,"Flask of Winter's Bite",90,"",265
1749796,"Greater Tiger Fang Inscription",90,"",123
759999,"Flask of the Earth",90,"",88
14997,"Rain Poppy",85,"",2044
19985,"Potion of the Mountains",90,"",647
1670000,"Greater Ox Horn Inscription",90,"",92
4499962,"Living Steel",88,"",1147
739888,"Trillium Bar",90,"",3957
81490,"Ghost Iron Bar",86,"",2761
5995738,"Primal Diamond",90,"",363
1499991,"Wild Jade",90,"",231
935096,"Vermilion Onyx",90,"",56
710000,"Imperial Amethyst",90,"",34
619799,"Primordial Ruby",90,"",144
53990,"Pandarian Garnet",87,"",1377
174049,"Tiger Opal",87,"",942
29490,"Roguestone",87,"",595
41560,"River's Heart",90,"",44
18198,"Lapis Lazuli",87,"",409
749996,"Sun's Radiance",90,"",446
83999,"Sunstone",87,"",439
51998,"Alexandrite",87,"",313
919999,"Great Pandaren Banquet",90,"",218
1201200,"100 Year Soy Sauce",85,"",739
64976,"Jewel Danio",87,"",3490
74697,"Raw Tiger Steak",85,"",1519
38761,"Pink Turnip",85,"",2340
419898,"Black Pepper Ribs and Shrimp",90,"",2191
349993,"Chun Tian Spring Rolls",90,"",740
437959,"Mogu Fish Stew",90,"",3285
99898,"Steamed Crab Surprise",90,"",62
390578,"Sea Mist Rice Noodles",90,"",2486
189500,"Mad Brewer's Breakfast",90,"",51
649888,"Pandaren Banquet",90,"",394
1549700,"Black Pepper",85,"",341
155052,"Emperor Salmon",87,"",1827
147550,"Raw Crocolisk Belly",85,"",2680
34500,"Mogu Pumpkin",85,"",6561
1689916,"Rice Flour",85,"",221
139934,"Tiger Gourami",87,"",3421
28500,"Raw Turtle Meat",85,"",2115
36697,"Scallions",85,"",6078
132899,"Giant Mantis Shrimp",87,"",2670
127298,"Mushan Ribs",85,"",2426
29998,"Green Cabbage",85,"",12412
63998,"Raw Crab Meat",85,"",335
35996,"White Turnip",85,"",3228
55555,"Redbelly Mandarin",87,"",338
19999,"Red Blossom Leek",85,"",2678
439999982,"Vial of the Sands",85,"",3
2232173,"Truegold",85,"",218
999595,"Flask of the Winds",85,"",21
900000,"Flask of Titanic Strength",85,"",138
505022,"Deepstone Oil",81,"",323
18009997,"Illusionary Bag",83,"",37
85098,"Bolt of Embersilk Cloth",81,"",1577
77777,"Volatile Life",83,"",2560
39800,"Volatile Water",83,"",3874
10000,"Volatile Earth",83,"",8920
33216,"Volatile Fire",83,"",2740
47998,"Volatile Air",83,"",5289
499999,"Chaos Orb",85,"",270
3114797,"Embersilk Bag",83,"",184
124987,"Hypnotic Dust",81,"",3351
73399,"Netherweave Bag",63,"",322
9999,"Bolt of Netherweave",60,"",1889
4500,"Rune Thread",50,"",1097
64900,"Pyrium Bar",85,"",1070
1897994,"Frostweave Bag",80,"",133
519999,"Bolt of Imbued Frostweave",75,"",39
59998,"Eternium Thread",70,"",288
12999999,"Glacial Bag",80,"",1
229900,"Moonshroud",80,"",204
599999,"Ebonweave",80,"",61
149999,"Mysterious Fortune Card",85,"",786
29999,"Blackfallow Ink",81,"",4438
