"Price","Name","Item Level","Owned?","Available"
67500,"Potion of the Jade Serpent",90,"",9736
568,"Crystal Vial",1,"",5326
21500,"Green Tea Leaf",85,"",8350
10000,"Silkweed",86,"",6021
57760,"Virmen's Bite",90,"",8862
20999,"Snow Lily",87,"",3750
680000,"Flask of the Warm Sun",90,"",2004
799997,"Golden Lotus",90,"",476
690000,"Flask of Spring Blossoms",90,"",1949
1777776,"Greater Crane Wing Inscription",90,"",53
389997,"Starlight Ink",86,"",347
1100,"Light Parchment",1,"",550
1299900,"Greater Tiger Claw Inscription",90,"",62
2309581,"Greater Cerulean Spellthread",90,"",103
77500,"Bolt of Windwool Cloth",90,"",2660
16100,"Windwool Cloth",86,"",2905
2599997,"Greater Pearlescent Spellthread",90,"",46
177047,"Glyph of Unstable Affliction",25,"",76
58998,"Ink of the Sea",70,"",257
43116,"Ink of Dreams",86,"",1524
140000,"Glyph of Arcane Power",25,"",15
59900,"Ethereal Ink",60,"",20
399997,"Glyph of Animal Bond",25,"",70
280000,"Glyph of Deterrence",25,"",50
40000,"Celestial Ink",40,"",44
149700,"Glyph of Spinning Crane Kick",25,"",56
59999,"Glyph of Touch of Karma",25,"",53
108999,"Glyph of Zen Meditation",25,"",37
49999,"Jadefire Ink",30,"",139
386883,"Glyph of Penance",25,"",31
249798,"Glyph of Holy Fire",25,"",25
39999,"Midnight Ink",10,"",549
239999,"Glyph of Smite",25,"",46
344783,"Glyph of Savagery",25,"",65
20000,"Lion's Ink",20,"",69
80000,"Glyph of Shred",25,"",36
149997,"Glyph of Siphon Life",25,"",54
1099999,"Glyph of Soulstone",25,"",59
589999,"Glyph of Rapid Displacement",25,"",36
139999,"Glyph of Arcane Explosion",25,"",29
100316,"Glyph of Cone of Cold",25,"",35
159998,"Glyph of Pathfinding",25,"",43
146631,"Glyph of Liberation",25,"",52
90000,"Glyph of Touch of Death",25,"",41
157995,"Glyph of Prayer of Mending",25,"",18
150000,"Glyph of Dash",25,"",31
149898,"Glyph of Healing Touch",25,"",34
60000,"Glyph of Rebirth",25,"",26
40000,"Cerulean Spellthread",90,"",29
20000,"Pearlescent Spellthread",90,"",48
56044,"Potion of Mogu Power",90,"",5018
18799,"Fool's Cap",88,"",5016
720000,"Flask of Winter's Bite",90,"",600
1449493,"Greater Tiger Fang Inscription",90,"",90
930398,"Flask of the Earth",90,"",536
16994,"Rain Poppy",85,"",1772
28993,"Potion of the Mountains",90,"",460
1500000,"Greater Ox Horn Inscription",90,"",95
4450000,"Living Steel",88,"",725
959995,"Trillium Bar",90,"",2820
98000,"Ghost Iron Bar",86,"",739
4800000,"Primal Diamond",90,"",686
692792,"Wild Jade",90,"",322
930595,"Vermilion Onyx",90,"",78
689997,"Imperial Amethyst",90,"",345
24900,"Roguestone",87,"",2339
749999,"Primordial Ruby",90,"",227
79900,"Pandarian Garnet",87,"",539
179900,"Tiger Opal",87,"",2060
51996,"River's Heart",90,"",78
60000,"Lapis Lazuli",87,"",315
685000,"Sun's Radiance",90,"",134
79900,"Sunstone",87,"",473
44900,"Alexandrite",87,"",2672
1749995,"Great Pandaren Banquet",90,"",261
1291994,"100 Year Soy Sauce",85,"",164
83399,"Jewel Danio",87,"",7197
127000,"Raw Tiger Steak",85,"",1981
46999,"Pink Turnip",85,"",1868
389773,"Black Pepper Ribs and Shrimp",90,"",1900
1399900,"Black Pepper",85,"",365
135483,"Giant Mantis Shrimp",87,"",3355
111000,"Mushan Ribs",85,"",1786
30705,"Green Cabbage",85,"",8983
369973,"Chun Tian Spring Rolls",90,"",666
1319998,"Rice Flour",85,"",145
146399,"Redbelly Mandarin",87,"",1568
25949,"Red Blossom Leek",85,"",511
579991,"Mogu Fish Stew",90,"",2075
129493,"Emperor Salmon",87,"",4317
111108,"Raw Crocolisk Belly",85,"",3495
37499,"Mogu Pumpkin",85,"",6023
100577,"Steamed Crab Surprise",90,"",217
299998,"Sea Mist Rice Noodles",90,"",4397
136075,"Tiger Gourami",87,"",4330
87500,"Raw Turtle Meat",85,"",2977
38996,"Scallions",85,"",7176
26979,"Mad Brewer's Breakfast",90,"",8
1329924,"Pandaren Banquet",90,"",169
89998,"Raw Crab Meat",85,"",875
17495,"White Turnip",85,"",4802
429999994,"Vial of the Sands",85,"",10
2049993,"Truegold",85,"",67
65000,"Pyrium Bar",85,"",804
22428,"Volatile Fire",83,"",3814
39997,"Volatile Air",83,"",5267
32697,"Volatile Water",83,"",1919
2499997,"Flask of the Winds",85,"",18
1619997,"Flask of Titanic Strength",85,"",186
878695,"Deepstone Oil",81,"",330
21009996,"Illusionary Bag",83,"",19
60000,"Bolt of Embersilk Cloth",81,"",4444
34395,"Volatile Life",83,"",6959
17788,"Volatile Earth",83,"",7620
659198,"Chaos Orb",85,"",42
3329987,"Embersilk Bag",83,"",355
109689,"Hypnotic Dust",81,"",4457
69500,"Netherweave Bag",63,"",471
19499,"Bolt of Netherweave",60,"",1145
8000,"Rune Thread",50,"",848
1850000,"Frostweave Bag",80,"",96
337496,"Bolt of Imbued Frostweave",75,"",794
100000,"Eternium Thread",70,"",143
390000,"Moonshroud",80,"",99
550000,"Ebonweave",80,"",27
149996,"Mysterious Fortune Card",85,"",3149
18999,"Blackfallow Ink",81,"",4082
