"Price","Name","Item Level","Owned?","Available"
99888,"Potion of the Jade Serpent",90,"",1114
199,"Crystal Vial",1,"",4281
21799,"Green Tea Leaf",85,"",6086
42083,"Silkweed",86,"",14045
44899,"Virmen's Bite",90,"",1779
21393,"Snow Lily",87,"",7939
959994,"Flask of the Warm Sun",90,"",2158
700000,"Golden Lotus",90,"",585
690000,"Flask of Spring Blossoms",90,"",1182
1555355,"Greater Crane Wing Inscription",90,"",116
449900,"Starlight Ink",86,"",2429
797,"Light Parchment",1,"",1412
2879883,"Greater Tiger Claw Inscription",90,"",71
1949894,"Greater Cerulean Spellthread",90,"",79
85000,"Bolt of Windwool Cloth",90,"",2916
17500,"Windwool Cloth",86,"",2996
2050999,"Greater Pearlescent Spellthread",90,"",40
149493,"Glyph of Unstable Affliction",25,"",50
100000,"Ink of the Sea",70,"",38
57799,"Ink of Dreams",86,"",3813
289387,"Glyph of Animal Bond",25,"",49
249679,"Glyph of Deterrence",25,"",42
59999,"Celestial Ink",40,"",10
148994,"Glyph of Spinning Crane Kick",25,"",11
30000,"Glyph of Touch of Karma",25,"",47
100000,"Glyph of Zen Meditation",25,"",43
29998,"Jadefire Ink",30,"",8
379081,"Glyph of Penance",25,"",29
199698,"Glyph of Holy Fire",25,"",19
10000,"Midnight Ink",10,"",133
139998,"Glyph of Smite",25,"",34
139999,"Glyph of Savagery",25,"",39
38000,"Lion's Ink",20,"",17
99890,"Glyph of Shred",25,"",34
79898,"Glyph of Siphon Life",25,"",29
699997,"Glyph of Soulstone",25,"",98
563897,"Glyph of Rapid Displacement",25,"",38
89199,"Glyph of Arcane Explosion",25,"",17
92127,"Glyph of Cone of Cold",25,"",29
90000,"Glyph of Pathfinding",25,"",25
146833,"Glyph of Liberation",25,"",39
50000,"Glyph of Touch of Death",25,"",41
149195,"Glyph of Prayer of Mending",25,"",17
119496,"Glyph of Dash",25,"",40
85348,"Glyph of Healing Touch",25,"",19
65665,"Glyph of Rebirth",25,"",3
27499,"Cerulean Spellthread",90,"",110
24500,"Pearlescent Spellthread",90,"",29
49921,"Potion of Mogu Power",90,"",1935
28599,"Fool's Cap",88,"",9146
727497,"Flask of Winter's Bite",90,"",475
2599797,"Greater Tiger Fang Inscription",90,"",53
859000,"Flask of the Earth",90,"",611
17999,"Rain Poppy",85,"",3693
11500,"Potion of the Mountains",90,"",796
1299598,"Greater Ox Horn Inscription",90,"",66
4250000,"Living Steel",88,"",220
804998,"Trillium Bar",90,"",2196
88485,"Ghost Iron Bar",86,"",9044
4419999,"Primal Diamond",90,"",666
739998,"Wild Jade",90,"",148
859999,"Vermilion Onyx",90,"",227
500000,"Imperial Amethyst",90,"",244
40700,"Roguestone",87,"",1705
539999,"Primordial Ruby",90,"",892
49990,"Pandarian Garnet",87,"",1447
159995,"Tiger Opal",87,"",1291
39999,"River's Heart",90,"",137
8399,"Lapis Lazuli",87,"",1430
669997,"Sun's Radiance",90,"",187
44829,"Sunstone",87,"",1292
59895,"Alexandrite",87,"",1274
884900,"Great Pandaren Banquet",90,"",476
1278700,"100 Year Soy Sauce",85,"",301
149089,"Jewel Danio",87,"",3345
274000,"Raw Tiger Steak",85,"",1327
75456,"Pink Turnip",85,"",3166
565623,"Black Pepper Ribs and Shrimp",90,"",479
1350000,"Black Pepper",85,"",556
93000,"Giant Mantis Shrimp",87,"",2832
119998,"Mushan Ribs",85,"",2010
31798,"Green Cabbage",85,"",14011
429899,"Chun Tian Spring Rolls",90,"",426
1548292,"Rice Flour",85,"",730
222242,"Redbelly Mandarin",87,"",1271
16885,"Red Blossom Leek",85,"",2351
441270,"Mogu Fish Stew",90,"",3817
158593,"Emperor Salmon",87,"",5294
130000,"Raw Crocolisk Belly",85,"",4088
40000,"Mogu Pumpkin",85,"",1112
38378,"Steamed Crab Surprise",90,"",210
369991,"Sea Mist Rice Noodles",90,"",2198
118797,"Tiger Gourami",87,"",4229
59998,"Raw Turtle Meat",85,"",758
21200,"Scallions",85,"",5746
170000,"Mad Brewer's Breakfast",90,"",119
879959,"Pandaren Banquet",90,"",879
250000,"Raw Crab Meat",85,"",1547
7500,"White Turnip",85,"",3958
429999977,"Vial of the Sands",85,"",9
3616192,"Truegold",85,"Yes",177
83498,"Pyrium Bar",85,"",1154
90000,"Volatile Fire",83,"",384
49999,"Volatile Air",83,"",3320
54500,"Volatile Water",83,"",404
2469996,"Flask of the Winds",85,"",59
850000,"Flask of Titanic Strength",85,"",91
839998,"Deepstone Oil",81,"",321
29777774,"Illusionary Bag",83,"",29
128186,"Bolt of Embersilk Cloth",81,"",4348
29892,"Volatile Life",83,"",1368
19899,"Volatile Earth",83,"",6819
299998,"Chaos Orb",85,"",227
3209893,"Embersilk Bag",83,"",208
108499,"Hypnotic Dust",81,"",7608
65091,"Netherweave Bag",63,"",604
16969,"Bolt of Netherweave",60,"",1252
7167,"Rune Thread",50,"",1131
1699998,"Frostweave Bag",80,"",70
299996,"Bolt of Imbued Frostweave",75,"",204
26598,"Eternium Thread",70,"",177
6789299,"Glacial Bag",80,"",2
199988,"Moonshroud",80,"",123
748497,"Ebonweave",80,"",43
149892,"Mysterious Fortune Card",85,"",785
39999,"Blackfallow Ink",81,"",129
